x,z
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CHU_have_vote(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/vote_number(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_invalid_blank(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CDA_have_vote(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Libertarische_Partij_(LP)_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Partij_voor_het_Noorden_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/D66_have_vote(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/D66_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GL&SP&D66_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_seats(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/KVP_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/KVP_have_vote(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CD_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/voters_number(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA&D66_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_vote(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA&D66_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_invalid_blank(2002)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/vote_number(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/voters_number(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Nederland_Samen_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_invalid_blank(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/NVU_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/RPF_have_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/vote_number(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Overige_partijen_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GPV_have_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/ChristenUnie_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/invalid_vote(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Partij_voor_het_Noorden_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Basis_Inkomen_Partij_(BIP)_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/LPG_have_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote(2002)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CDA_have_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Overig_have_vote(2002)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PC_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CP86_have_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Duurzaam_Nederland_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/invalid_vote(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Onafhankelijk_have_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_invalid_blank(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_GL_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PSP_have_vote(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GPV_have_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PVV_(Partij_voor_de_Vrijheid)_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CPN_have_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_seats(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/invalid_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/BP_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GL&D66_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/valid_vote(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CDA_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/valid_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CU_have_vote(2002)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PCG_have_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA&D66_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Nederlandse_Klokkenluiders_Partij_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://www.opengis.net/ont/geosparql#asWKT
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CD_have_vote(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/valid_vote(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PC_have_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/D66_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/VVD_have_vote(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GPV_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Nieuwe_Communistische_Partij_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/DS70_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/D66_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/valid_vote(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Nederland_Mobiel_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Overige_partijen_zonder_zetels_have_vote(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SP_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Overige_landelijke_partijen_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CHU_have_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://www.gemeentegeschiedenis.nl/gg-schema#year
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_seats(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CPN_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CHU_have_vote(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_seats(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/LPF_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GL_have_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/RK_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_vote(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PAK_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/BP_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/KVP_have_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_invalid_blank(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CPN_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PCG_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/valid_vote(2002)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA&GL&D66_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/vote_number(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/VVD&D66_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Nieuw_Rechts_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/RPF_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/voters_number(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/VIP_Vooruitstrevende_Integratie_Partij_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Nederlandse_Moslim_Partij_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GG_have_vote(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/RK_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CD_have_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/KVP_have_vote(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Lokale_partijen_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_seats(2002)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GL_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/invalid_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_invalid_blank(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_invalid_blank(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/voters_number(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_seats(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/VVD_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Overige_have_vote(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/voters_number(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/D66_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GG_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CHU_have_vote(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/VVD&D66_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_seats(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PCG_have_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA&GL&D66&SP_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Onafhankelijk_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SP_(Socialistische_Partij)_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Partij_voor_Mens_en_Spirit_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PAK_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CDA_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/DS70_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/voters_number(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/D66_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CDA_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA&GL&D66&SP_have_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/valid_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/invalid_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Lokale_partijen_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_vote(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/VVD_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PPR_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GG_have_vote(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GPV_have_vote(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PSP_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/D66_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PC_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Overige_partijen_have_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/LCG_have_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/voters_number(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CPN_have_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/voters_number(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/LCG_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/ARP_have_vote(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PCG_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PSP_have_vote(1982)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://www.w3.org/2004/02/skos/core#prefLabel
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PSP_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CPN_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/valid_vote(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/invalid_vote(2002)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PC_have_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_invalid_blank(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/ARP_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/valid_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote_percent(1990)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PC_have_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GPV_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/voters_number(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/valid_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GPV_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/blank_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/De_Groenen_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/RK_have_vote(1962)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SP_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/RK_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CPN_have_vote(1978)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GL_have_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote(1966)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1949)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA&GroenLinks_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/invalid_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/PvdA_have_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/invalid_vote(1986)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CHU_have_vote(1974)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/VVD_have_vote(2002)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CPN_have_vote(1946)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/ARP_have_vote(1958)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/percent_vote(2010)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GG_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/CHU_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/SGP_have_vote(1994)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/Overig_have_vote(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/D66_have_vote(2002)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_vote(2006)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/has_seats(1998)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/LP_(Lokale_partijen)_have_vote(2014)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/GPV_have_vote(1953)
http://www.w3.org/2002/07/owl#bottomDataProperty,http://gemeenteraad.org/vocabulary/vote_number(2002)
