x
http://www.w3.org/2002/07/owl#Thing
http://umbel.org/umbel/rc/CellularTelephone
http://dbpedia.org/ontology/MobilePhone
http://www.w3.org/2002/07/owl#Nothing
http://umbel.org/umbel/rc/Prison
http://dbpedia.org/ontology/Prison
http://umbel.org/umbel/rc/SpaceStation
http://dbpedia.org/ontology/SpaceStation
http://umbel.org/umbel/rc/Regent
http://dbpedia.org/ontology/Regency
http://umbel.org/umbel/rc/Reptile
http://dbpedia.org/ontology/Reptile
http://umbel.org/umbel/rc/Muscle
http://dbpedia.org/ontology/Muscle
http://umbel.org/umbel/rc/RugbyTeam
http://dbpedia.org/ontology/RugbyClub
http://umbel.org/umbel/rc/Creek
http://dbpedia.org/ontology/Creek
http://umbel.org/umbel/rc/Sport
http://dbpedia.org/ontology/Sport
http://dbpedia.org/ontology/Athletics
http://dbpedia.org/ontology/TeamSport
http://dbpedia.org/ontology/Soccer
http://dbpedia.org/ontology/HorseRiding
http://dbpedia.org/ontology/Boxing
http://dbpedia.org/ontology/BoxingCategory
http://dbpedia.org/ontology/BoxingStyle
http://umbel.org/umbel/rc/ConflictEvent
http://dbpedia.org/ontology/MilitaryConflict
http://umbel.org/umbel/rc/Mayor
http://dbpedia.org/ontology/Mayor
http://umbel.org/umbel/rc/AmusementParkRide
http://dbpedia.org/ontology/AmusementParkAttraction
http://dbpedia.org/ontology/WaterRide
http://dbpedia.org/ontology/RollerCoaster
http://umbel.org/umbel/rc/HumanResidenceArea
http://dbpedia.org/ontology/Agglomeration
http://umbel.org/umbel/rc/Decoration
http://dbpedia.org/ontology/Decoration
http://umbel.org/umbel/rc/Celebrity
http://dbpedia.org/ontology/Celebrity
http://umbel.org/umbel/rc/Anime
http://dbpedia.org/ontology/Anime
http://umbel.org/umbel/rc/CardGame
http://dbpedia.org/ontology/CardGame
http://umbel.org/umbel/rc/Synagogue-Building
http://dbpedia.org/ontology/Synagogue
http://umbel.org/umbel/rc/Chart
http://dbpedia.org/ontology/ChartsPlacements
http://umbel.org/umbel/rc/MovieTypeByGenre
http://dbpedia.org/ontology/MovieGenre
http://umbel.org/umbel/rc/Depth
http://dbpedia.org/ontology/Depth
http://umbel.org/umbel/rc/Cardinal-CatholicBishop
http://dbpedia.org/ontology/Cardinal
http://umbel.org/umbel/rc/Golfer
http://dbpedia.org/ontology/GolfPlayer
http://umbel.org/umbel/rc/FashionDesigner
http://dbpedia.org/ontology/FashionDesigner
http://umbel.org/umbel/rc/Building
http://dbpedia.org/ontology/Building
http://dbpedia.org/ontology/Library
http://dbpedia.org/ontology/Museum
http://dbpedia.org/ontology/ReligiousBuilding
http://dbpedia.org/ontology/Church
http://dbpedia.org/ontology/Temple
http://dbpedia.org/ontology/Shrine
http://dbpedia.org/ontology/Abbey
http://dbpedia.org/ontology/Monastery
http://dbpedia.org/ontology/Mosque
http://dbpedia.org/ontology/Castle
http://dbpedia.org/ontology/ShoppingMall
http://dbpedia.org/ontology/Hospital
http://dbpedia.org/ontology/Skyscraper
http://dbpedia.org/ontology/Restaurant
http://dbpedia.org/ontology/Factory
http://dbpedia.org/ontology/Hotel
http://dbpedia.org/ontology/Casino
http://dbpedia.org/ontology/HistoricBuilding
http://umbel.org/umbel/rc/Painter-FineArtist
http://dbpedia.org/ontology/Painter
http://umbel.org/umbel/rc/CollegeCoach
http://dbpedia.org/ontology/CollegeCoach
http://umbel.org/umbel/rc/MedicalDatabase
http://dbpedia.org/ontology/BiologicalDatabase
http://umbel.org/umbel/rc/Canton-Swiss
http://dbpedia.org/ontology/Canton
http://umbel.org/umbel/rc/SportSeason
http://dbpedia.org/ontology/SportsSeason
http://dbpedia.org/ontology/SportsTeamSeason
http://dbpedia.org/ontology/SoccerClubSeason
http://dbpedia.org/ontology/BaseballSeason
http://dbpedia.org/ontology/FootballLeagueSeason
http://dbpedia.org/ontology/NationalFootballLeagueSeason
http://dbpedia.org/ontology/NCAATeamSeason
http://dbpedia.org/ontology/SoccerLeagueSeason
http://dbpedia.org/ontology/MotorsportSeason
http://umbel.org/umbel/rc/Library-Organization
http://umbel.org/umbel/rc/MusicDirector
http://dbpedia.org/ontology/MusicDirector
http://umbel.org/umbel/rc/Color
http://dbpedia.org/ontology/Colour
http://umbel.org/umbel/rc/Cleric
http://dbpedia.org/ontology/Cleric
http://dbpedia.org/ontology/Pope
http://dbpedia.org/ontology/ChristianPatriarch
http://dbpedia.org/ontology/Priest
http://dbpedia.org/ontology/Vicar
http://dbpedia.org/ontology/Saint
http://dbpedia.org/ontology/ChristianBishop
http://umbel.org/umbel/rc/Dancer-Performer
http://dbpedia.org/ontology/Dancer
http://umbel.org/umbel/rc/OlympicCompetition
http://dbpedia.org/ontology/OlympicEvent
http://dbpedia.org/ontology/OlympicResult
http://umbel.org/umbel/rc/Winery
http://dbpedia.org/ontology/Winery
http://umbel.org/umbel/rc/Meeting-SocialGathering
http://dbpedia.org/ontology/Meeting
http://umbel.org/umbel/rc/Photographer
http://dbpedia.org/ontology/Photographer
http://umbel.org/umbel/rc/Marriage-Agreement
http://dbpedia.org/ontology/Marriage
http://umbel.org/umbel/rc/Mosque-Building
http://umbel.org/umbel/rc/BiologicalTaxon
http://dbpedia.org/ontology/Taxon
http://umbel.org/umbel/rc/AutoEngine
http://dbpedia.org/ontology/AutomobileEngine
http://umbel.org/umbel/rc/JournalSeries
http://dbpedia.org/ontology/AcademicJournal
http://dbpedia.org/ontology/UndergroundJournal
http://umbel.org/umbel/rc/HospitalBuilding
http://umbel.org/umbel/rc/Airport-Physical
http://dbpedia.org/ontology/Airport
http://umbel.org/umbel/rc/ReligiousBeliefs
http://dbpedia.org/ontology/TheologicalConcept
http://dbpedia.org/ontology/ChristianDoctrine
http://umbel.org/umbel/rc/LacrossePlayer
http://dbpedia.org/ontology/LacrossePlayer
http://schema.org/Festival
http://dbpedia.org/ontology/FilmFestival
http://umbel.org/umbel/rc/Magazine
http://dbpedia.org/ontology/Magazine
http://umbel.org/umbel/rc/NordicCombinedSportsEvent
http://dbpedia.org/ontology/NordicCombined
http://umbel.org/umbel/rc/MusicalInstrument
http://dbpedia.org/ontology/Instrument
http://dbpedia.org/ontology/Guitar
http://dbpedia.org/ontology/Organ
http://umbel.org/umbel/rc/PlayboyModel
