Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;PvdA;CDA;VVD;RK;Overige;PAK;PCG;KVP;CPN;PPR;SGP;CHU;ARP;GPV;PSP;BP;DS70;D66;PC;GG
11427;101;Wymbritseradeel;5441;0;0,00%;7018;5467;77,90%;0;3626;0;0;1815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10557;297;Zaltbommel;3590;0;0,00%;5283;3609;68,31%;1695;1171;724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10956;54;Zandt 't;1329;0;0,00%;1667;1333;79,96%;418;0;0;0;360;0;382;0;0;0;0;0;0;0;0;0;0;0;0;169
10910;473;Zandvoort;8405;0;0,00%;12160;8444;69,44%;1807;1476;3332;0;1584;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0
10759;877;Zeeland;2407;0;0,00%;3221;2426;75,32%;0;0;0;2407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11121;478;Zeevang;2455;0;0,00%;3122;2465;78,96%;882;0;532;0;724;246;0;0;71;0;0;0;0;0;0;0;0;0;0;0
10949;354;Zegveld;990;0;0,00%;1106;992;89,69%;0;0;0;0;251;0;0;243;0;0;0;273;223;0;0;0;0;0;0;0
10324;355;Zeist;27458;0;0,00%;40621;27623;68,00%;6508;8082;7951;0;0;1700;0;0;282;0;1368;0;0;577;0;0;990;0;0;0
11159;298;Zelhem;5009;0;0,00%;7103;5027;70,77%;1619;971;743;0;0;0;0;0;0;0;143;1190;0;0;0;343;0;0;0;0
10938;299;Zevenaar;10696;0;0,00%;15735;10741;68,26%;2083;3511;2116;0;1993;0;0;0;0;862;0;0;0;131;0;0;0;0;0;0
10046;878;Zevenbergen;5215;0;0,00%;7380;5267;71,37%;458;0;557;3552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648;0
11317;635;Zevenhoven;1049;0;0,00%;1298;1050;80,89%;84;0;0;0;275;0;0;301;0;0;0;271;118;0;0;0;0;0;0;0
11377;636;Zevenhuizen;2859;0;0,00%;3563;2877;80,75%;1186;0;576;0;0;0;0;0;0;0;296;558;243;0;0;0;0;0;0;0
10843;732;Zierikzee;4261;0;0,00%;5813;4277;73,58%;1357;0;822;0;113;0;1431;405;49;0;0;0;0;0;0;0;84;0;0;0
10004;476;Zijpe;3550;0;0,00%;5261;3568;67,82%;1008;824;590;0;1009;0;0;0;0;0;0;0;0;0;0;0;0;119;0;0
10897;300;Zoelen;2448;0;0,00%;3055;2462;80,59%;1115;0;0;0;1027;0;306;0;0;0;0;0;0;0;0;0;0;0;0;0
10766;637;Zoetermeer;15553;0;0,00%;24199;15601;64,47%;4470;4235;3784;0;1425;0;0;0;250;0;850;0;0;157;0;0;382;0;0;0
11074;638;Zoeterwoude;3276;0;0,00%;4387;3285;74,88%;0;1835;591;0;86;764;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10917;639;Zuid-Beijerland;1633;0;0,00%;2158;1640;76,00%;496;0;269;0;0;0;0;0;0;0;217;345;306;0;0;0;0;0;0;0
10021;56;Zuidhorn;3265;0;0,00%;3872;3284;84,81%;996;0;0;0;687;0;0;0;0;0;0;241;704;637;0;0;0;0;0;0
10316;640;Zuidland;1805;0;0,00%;2262;1818;80,37%;369;0;284;0;0;0;843;0;0;0;0;0;0;0;0;0;0;0;309;0
10002;136;Zuidlaren;4841;0;0,00%;6543;4861;74,29%;1582;1160;1371;0;443;0;0;0;0;0;0;0;0;285;0;0;0;0;0;0
10262;137;Zuidwolde;4072;0;0,00%;5315;4086;76,88%;848;0;596;0;929;0;1380;0;0;0;0;0;0;127;0;192;0;0;0;0
11192;879;Zundert;5552;0;0,00%;8052;5654;70,22%;0;0;0;5552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10254;301;Zutphen;13406;0;0,00%;19075;13448;70,50%;6250;3326;2191;0;0;0;0;0;841;798;0;0;0;0;0;0;0;0;0;0
10218;475;Zwaag;1353;0;0,00%;1878;1369;72,90%;0;641;0;0;712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10703;641;Zwartewaal;822;0;0,00%;1050;827;78,76%;257;197;246;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10303;192;Zwartsluis;2259;0;0,00%;2862;2267;79,21%;527;0;216;0;92;0;0;0;0;0;199;493;675;57;0;0;0;0;0;0
10872;138;Zweeloo;1513;0;0,00%;1846;1527;82,72%;616;0;528;0;0;0;369;0;0;0;0;0;0;0;0;0;0;0;0;0
10468;642;Zwijndrecht;15975;0;0,00%;24037;16031;66,69%;5239;0;3132;0;0;0;4392;797;0;842;1041;0;0;532;0;0;0;0;0;0
10093;193;Zwolle;37417;0;0,00%;52547;37543;71,45%;11361;10486;6449;0;0;0;0;0;535;1582;1383;0;0;1465;2641;645;870;0;0;0
