Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;PvdA;CDA;VVD;RK;Overige;PAK;PCG;KVP;CPN;PPR;SGP;CHU;ARP;GPV;PSP;BP;DS70;D66;PC;GG
11084;738;Aalburg;4594;0;0,00%;5693;4628;81,29%;593;0;416;0;1323;0;0;0;0;0;937;537;788;0;0;0;0;0;0;0
11264;358;Aalsmeer;9946;0;0,00%;13401;9972;74,41%;2361;0;2250;0;603;0;2639;1616;225;0;0;0;0;0;252;0;0;0;0;0
11046;197;Aalten;8754;0;0,00%;11212;8795;78,44%;0;0;695;0;1334;0;0;1181;0;0;0;2474;2958;112;0;0;0;0;0;0
11104;480;Aar (Ter);3544;0;0,00%;4624;3558;76,95%;0;0;812;0;0;548;0;1457;0;0;0;462;265;0;0;0;0;0;0;0
11020;648;Aardenburg;2136;0;0,00%;2489;2159;86,74%;275;0;0;1166;465;0;0;0;0;0;0;0;0;0;0;0;0;0;230;0
10757;739;Aarle-Rixtel;2376;0;0,00%;2943;2392;81,28%;0;0;0;2376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10439;359;Abbekerk;875;0;0,00%;1142;882;77,23%;333;0;0;0;269;0;0;273;0;0;0;0;0;0;0;0;0;0;0;0
11026;481;Abbenbroek;615;0;0,00%;797;617;77,42%;225;0;238;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0
10712;305;Abcoude;3716;0;0,00%;4729;3739;79,07%;0;0;975;0;0;1009;0;650;0;0;0;704;378;0;0;0;0;0;0;0
10199;59;Achtkarspelen;11345;0;0,00%;15327;11382;74,26%;3421;0;680;0;425;0;5836;0;0;201;198;0;0;584;0;0;0;0;0;0
10996;1;Adorp;993;0;0,00%;1090;997;91,47%;0;0;0;0;279;180;0;0;0;0;0;0;0;131;0;0;0;0;403;0
10999;2;Aduard;1545;0;0,00%;1819;1550;85,21%;583;0;299;0;0;0;464;0;0;0;0;0;0;199;0;0;0;0;0;0
10346;360;Akersloot;2135;0;0,00%;2852;2145;75,21%;0;770;294;0;1071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11327;482;Alblasserdam;8857;0;0,00%;11936;8887;74,46%;2668;1051;1000;0;1830;0;0;0;149;0;1156;1003;0;0;0;0;0;0;0;0
10349;483;Alkemade;4940;0;0,00%;7129;4965;69,65%;0;3631;0;0;1309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10527;361;Alkmaar;26997;0;0,00%;41793;27070;64,77%;8661;7485;5007;438;3115;0;0;0;2030;0;0;0;0;261;0;0;0;0;0;0
11053;141;Almelo;27385;0;0,00%;39761;27521;69,22%;0;9022;3651;0;1089;11365;0;0;1496;0;226;0;0;408;0;128;0;0;0;0
10517;484;Alpen a/d/ Rijn;18457;0;0,00%;26492;18529;69,94%;3251;0;3520;0;2997;0;6270;2178;241;0;0;0;0;0;0;0;0;0;0;0
10710;741;Alphen;2650;0;0,00%;3225;2663;82,57%;0;0;0;2650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11400;142;Ambt Delden;2882;0;0,00%;3414;2892;84,71%;0;0;0;0;839;0;0;2043;0;0;0;0;0;0;0;0;0;0;0;0
11349;485;Ameide;1340;0;0,00%;1535;1340;87,30%;513;0;0;0;137;0;690;0;0;0;0;0;0;0;0;0;0;0;0;0
11153;60;Ameland;1875;0;0,00%;1997;1884;94,34%;284;0;101;0;1153;0;0;0;0;0;0;207;130;0;0;0;0;0;0;0
11372;306;Amerongen;3179;0;0,00%;4010;3194;79,65%;741;0;659;0;0;0;0;0;0;0;334;770;675;0;0;0;0;0;0;0
10863;486;Ammerstol;795;0;0,00%;993;799;80,46%;328;0;0;0;398;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0
10151;198;Ammerzoden;2136;0;0,00%;2527;2146;84,92%;258;0;0;1364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514;0
10799;362;Amstelveen;35965;0;0,00%;50968;36095;70,82%;8371;9684;11165;0;0;0;0;0;742;3052;0;0;0;286;1146;431;0;1088;0;0
10062;884;Amstenrade;2053;0;0,00%;2360;2066;87,54%;0;0;0;2053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11150;363;Amsterdam;354226;0;0,00%;571999;355911;62,22%;125417;51354;58255;0;9846;0;0;0;56423;22324;0;0;0;1814;14710;3190;3615;7278;0;0
10822;364;Andijk;2410;0;0,00%;3301;2420;73,31%;513;1268;0;0;0;0;0;0;316;0;0;0;0;0;0;313;0;0;0;0
11131;199;Angerlo;2122;0;0,00%;2652;2130;80,32%;280;0;120;215;0;0;0;954;0;0;0;0;0;0;0;0;0;0;553;0
10787;105;Anlo;3476;0;0,00%;4444;3491;78,56%;1693;0;884;0;899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10344;366;Anna Paulowna;4056;0;0,00%;5574;4069;73,00%;1301;1303;1117;0;0;0;0;0;258;0;0;0;0;77;0;0;0;0;0;0
11075;200;Apeldoorn;60246;0;0,00%;89323;60484;67,71%;15432;17798;10199;0;8387;0;0;0;651;2328;2325;0;0;0;507;978;1038;603;0;0
11296;201;Appeltern;2309;0;0,00%;2623;2331;88,87%;0;0;0;1939;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10886;3;Appingedam;5920;0;0,00%;8506;5952;69,97%;2766;0;581;0;651;0;1770;0;0;0;0;0;0;152;0;0;0;0;0;0
10202;885;Arcen en Velden;3747;0;0,00%;4573;3775;82,55%;0;0;207;3540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10079;487;Arkel;1706;0;0,00%;2018;1711;84,79%;896;367;312;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11419;649;Arnemuiden;1666;0;0,00%;2124;1675;78,86%;438;0;0;0;309;0;0;0;0;0;454;293;172;0;0;0;0;0;0;0
10795;202;Arnhem;54229;0;0,00%;90996;54525;59,92%;0;15476;11343;0;0;20194;0;0;1298;3511;0;0;0;1065;0;0;809;533;0;0
11369;488;Asperen;1337;0;0,00%;1644;1337;81,33%;334;0;257;0;0;0;538;0;0;0;208;0;0;0;0;0;0;0;0;0
10522;106;Assen;20357;0;0,00%;28624;20459;71,47%;8621;4593;3440;0;0;0;0;0;445;1204;0;0;0;1546;284;0;224;0;0;0
10478;743;Asten;6334;0;0,00%;7838;6387;81,49%;0;0;0;6334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11147;368;Avenhorn;1228;0;0,00%;1540;1237;80,32%;0;601;0;0;627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11190;143;Avereest;6288;0;0,00%;8288;6313;76,17%;1585;0;1166;0;0;0;0;542;0;0;0;1585;1265;145;0;0;0;0;0;0
11289;650;Axel;5768;0;0,00%;8038;5796;72,11%;1107;0;975;0;0;0;526;1965;0;0;0;0;404;791;0;0;0;0;0;0
10422;61;Baarderadeel;2547;0;0,00%;3276;2555;77,99%;933;694;485;0;435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10060;744;Baarle-Nassau;2630;0;0,00%;3352;2654;79,18%;0;0;359;2271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11411;308;Baarn;11405;0;0,00%;17232;11462;66,52%;0;0;3410;0;0;3946;2773;1077;199;0;0;0;0;0;0;0;0;0;0;0
11255;886;Baexem;1065;0;0,00%;1250;1074;85,92%;0;0;0;645;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10539;4;Baflo;1593;0;0,00%;1880;1599;85,05%;536;0;300;0;0;0;0;0;0;0;0;0;691;66;0;0;0;0;0;0
10749;745;Bakel en Milheeze;2864;0;0,00%;4007;2901;72,40%;0;0;0;2864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10943;489;Barendrecht;7321;0;0,00%;9600;7367;76,74%;1696;2797;1406;0;509;0;0;0;0;0;913;0;0;0;0;0;0;0;0;0
10906;203;Barneveld;16029;0;0,00%;20050;16073;80,16%;0;0;1944;0;648;1704;0;991;0;0;0;3635;2359;3532;0;1216;0;0;0;0
10156;62;Barradeel;3381;0;0,00%;4383;3402;77,62%;760;0;174;0;521;0;0;0;0;0;0;929;997;0;0;0;0;0;0;0
10973;369;Barsingerhorn;1754;0;0,00%;2414;1763;73,03%;975;195;497;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0
10921;204;Batenburg;378;0;0,00%;391;382;97,70%;0;0;0;0;378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11030;144;Bathmen;2506;0;0,00%;3032;2517;83,01%;597;470;507;0;932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10425;5;Bedum;4754;0;0,00%;5642;4762;84,40%;1297;0;445;0;0;0;0;275;0;0;0;229;1837;671;0;0;0;0;0;0
11089;887;Beegden;876;0;0,00%;979;884;90,30%;0;0;0;876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11374;888;Beek;6432;0;0,00%;8133;6494;79,85%;0;0;602;5830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10173;746;Beek en Donk;3459;0;0,00%;4854;3486;71,82%;0;0;0;3459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10816;370;Beemster;3799;0;0,00%;5109;3815;74,67%;0;906;899;0;1213;716;0;0;65;0;0;0;0;0;0;0;0;0;0;0
11410;747;Beers;1574;0;0,00%;1741;1579;90,70%;0;0;0;1574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11043;6;Beerta;1946;0;0,00%;2334;1986;85,09%;687;0;283;0;0;0;0;0;976;0;0;0;0;0;0;0;0;0;0;0
10259;205;Beesd;1910;0;0,00%;2469;1923;77,89%;423;0;0;0;354;0;0;691;0;0;0;0;0;0;0;0;0;0;442;0
10195;889;Beesel;5104;0;0,00%;6720;5146;76,58%;0;0;0;3575;1191;338;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10520;107;Beilen;6356;0;0,00%;8403;6385;75,98%;2403;0;945;0;520;0;1872;0;0;264;0;0;0;207;0;145;0;0;0;0
10292;890;Belfeld;2039;0;0,00%;2759;2066;74,88%;0;1516;172;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10340;7;Bellingwedde;5158;0;0,00%;6655;5204;78,20%;2394;658;0;0;889;0;0;0;1217;0;0;0;0;0;0;0;0;0;0;0
10878;891;Bemelen;220;0;0,00%;221;220;99,55%;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10744;206;Bemmel;5852;0;0,00%;8865;5895;66,50%;0;0;266;0;3355;316;0;1649;0;0;0;0;0;0;0;0;0;0;266;0
10734;372;Bennebroek;2761;0;0,00%;3954;2785;70,44%;0;0;1043;0;0;607;542;569;0;0;0;0;0;0;0;0;0;0;0;0
11330;309;Benschop;1664;0;0,00%;1970;1667;84,62%;0;0;0;0;450;0;0;441;0;0;333;202;238;0;0;0;0;0;0;0
10398;490;Benthuizen;1281;0;0,00%;1538;1283;83,42%;304;285;171;0;165;0;0;0;0;0;356;0;0;0;0;0;0;0;0;0
10796;892;Berg en Terblijt;2413;0;0,00%;2530;2430;96,05%;0;0;0;2413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10962;491;Bergambacht;2818;0;0,00%;3394;2824;83,21%;941;0;578;0;303;0;510;0;26;0;348;0;0;0;0;112;0;0;0;0
11160;749;Bergeijk;4252;0;0,00%;5343;4278;80,07%;0;0;0;4252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11424;373;Bergen;7389;0;0,00%;9867;7399;74,99%;2337;1606;2151;0;877;0;0;0;0;0;0;0;0;0;0;418;0;0;0;0
11281;893;Bergen;5770;0;0,00%;7482;5817;77,75%;0;0;0;5468;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11037;748;Bergen op Zoom;16201;0;0,00%;27241;16284;59,78%;2340;5562;3068;3024;928;0;0;0;158;682;0;0;0;0;0;439;0;0;0;0
10350;207;Bergh;8503;0;0,00%;11614;8572;73,81%;0;0;401;0;5233;1265;0;1604;0;0;0;0;0;0;0;0;0;0;0;0
10883;208;Bergharen;1249;0;0,00%;1460;1270;86,99%;0;0;0;0;1249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10733;750;Berghem;2502;0;0,00%;3065;2524;82,35%;0;0;0;2502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10445;492;Bergschenhoek;3031;0;0,00%;3964;3044;76,79%;0;0;633;0;0;668;1133;495;0;0;0;0;0;102;0;0;0;0;0;0
