Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;PvdA;CDA;VVD;Onafhankelijk;PAK;D66;PCG;Overige;SGP;GPV;PSP;CPN;RPF;GG;RK;PPR;PC
11084;738;Aalburg;6066;25;0,41%;7224;6091;84,32%;779;1995;530;638;547;0;0;0;1466;0;0;0;111;0;0;0;0
11264;358;Aalsmeer;12063;78;0,65%;15861;12141;76,55%;2616;4903;3107;1437;0;0;0;0;0;0;0;0;0;0;0;0;0
11046;197;Aalten;10570;38;0,36%;13231;10608;80,18%;2066;5802;1217;0;1174;0;0;0;0;0;0;0;311;0;0;0;0
11104;480;Aar (Ter);4796;41;0,85%;6283;4837;76,99%;0;1967;1024;905;695;0;205;0;0;0;0;0;0;0;0;0;0
11020;648;Aardenburg;2621;20;0,76%;2977;2641;88,71%;254;459;531;1195;0;182;0;0;0;0;0;0;0;0;0;0;0
10757;739;Aarle-Rixtel;3347;18;0,54%;3962;3365;84,93%;0;1061;426;1860;0;0;0;0;0;0;0;0;0;0;0;0;0
10712;305;Abcoude;4614;16;0,35%;5576;4630;83,03%;0;2041;1353;0;1054;0;0;0;0;0;166;0;0;0;0;0;0
10199;59;Achtkarspelen;16063;46;0,29%;18950;16109;85,01%;5840;6139;995;1512;0;0;799;0;0;778;0;0;0;0;0;0;0
10996;1;Adorp;1184;5;0,42%;1313;1189;90,56%;0;420;0;314;285;0;0;0;0;165;0;0;0;0;0;0;0
10999;2;Aduard;1824;8;0,44%;2065;1832;88,72%;734;619;254;0;0;0;0;0;0;217;0;0;0;0;0;0;0
10346;360;Akersloot;2987;9;0,30%;3616;2996;82,85%;450;968;497;945;0;127;0;0;0;0;0;0;0;0;0;0;0
11327;482;Alblasserdam;9848;42;0,43%;12690;9890;77,94%;4052;2003;970;897;542;0;0;0;1384;0;0;0;0;0;0;0;0
10124;613;Albrandswaard;8030;42;0,52%;10731;8072;75,22%;2383;2639;2375;381;0;0;0;0;252;0;0;0;0;0;0;0;0
10349;483;Alkemade;7287;24;0,33%;9631;7311;75,91%;1348;3918;1633;0;0;0;0;0;0;0;0;0;0;0;0;388;0
10527;361;Alkmaar;43248;169;0,39%;63777;43417;68,08%;13238;7896;5324;9863;2783;1466;0;508;0;377;0;1793;0;0;0;0;0
11053;141;Almelo;35392;189;0,53%;45995;35581;77,36%;14518;10731;5484;627;1510;1270;0;815;0;437;0;0;0;0;0;0;0
10018;34;Almere;22240;103;0,46%;31421;22343;71,11%;10253;2436;4143;782;0;1790;182;1241;0;0;0;880;0;0;0;533;0
10517;484;Alpen a/d/ Rijn;28187;136;0,48%;39605;28323;71,51%;6097;8193;7595;1093;1428;1162;1502;1117;0;0;0;0;0;0;0;0;0
10710;741;Alphen c.a.;3578;16;0,45%;4329;3594;83,02%;0;1209;343;2026;0;0;0;0;0;0;0;0;0;0;0;0;0
11400;142;Ambt Delden;3463;14;0,40%;3922;3477;88,65%;0;1963;662;460;378;0;0;0;0;0;0;0;0;0;0;0;0
11153;60;Ameland;2142;10;0,47%;2277;2152;94,51%;302;528;217;1095;0;0;0;0;0;0;0;0;0;0;0;0;0
11372;306;Amerongen;3889;18;0,46%;4845;3907;80,64%;1070;1402;812;0;0;0;605;0;0;0;0;0;0;0;0;0;0
10948;307;Amersfoort;48321;317;0,66%;68017;48638;71,51%;14562;14942;8927;611;3450;2600;1257;0;0;1972;0;0;0;0;0;0;0
10799;362;Amstelveen;40721;182;0,45%;54905;40903;74,50%;9877;10723;14006;146;1605;3286;0;0;0;0;1078;0;0;0;0;0;0
11150;363;Amsterdam;335454;2508;0,75%;541669;337962;62,39%;146814;42437;50526;10133;44079;21335;0;19136;0;994;0;0;0;0;0;0;0
10822;364;Andijk;3249;15;0,46%;4073;3264;80,14%;777;1344;471;0;0;0;0;119;0;0;0;322;216;0;0;0;0
11131;199;Angerlo;2668;5;0,19%;3153;2673;84,78%;686;908;131;943;0;0;0;0;0;0;0;0;0;0;0;0;0
10787;105;Anloo;4532;11;0,24%;5326;4543;85,30%;1700;289;1073;1470;0;0;0;0;0;0;0;0;0;0;0;0;0
10344;366;Anna Paulowna;5651;31;0,55%;7278;5682;78,07%;1722;1829;1567;0;0;438;0;0;0;95;0;0;0;0;0;0;0
11075;200;Apeldoorn;80121;281;0,35%;108485;80402;74,11%;25869;23830;15875;3377;2508;4404;2164;0;2094;0;0;0;0;0;0;0;0
10886;3;Appingedam;7383;45;0,61%;9692;7428;76,64%;3542;1667;622;1130;193;0;0;81;0;148;0;0;0;0;0;0;0
10202;885;Arcen en Velden;4936;26;0,53%;6182;4962;80,27%;0;1906;512;1681;837;0;0;0;0;0;0;0;0;0;0;0;0
11419;649;Arnemuiden;2406;11;0,46%;2857;2417;84,60%;495;697;279;0;0;0;0;0;526;0;0;0;409;0;0;0;0
10795;202;Arnhem;67761;386;0,57%;100721;68147;67,66%;29501;15838;11207;550;1431;3549;1129;2251;0;0;2305;0;0;0;0;0;0
10522;106;Assen;27054;134;0,50%;35481;27188;76,63%;12064;5371;4714;0;1516;1343;0;192;0;1854;0;0;0;0;0;0;0
10478;743;Asten;8275;61;0,74%;10318;8336;80,79%;0;2036;0;4722;1517;0;0;0;0;0;0;0;0;0;0;0;0
11190;143;Avereest;8180;28;0,34%;10168;8208;80,72%;2384;3922;1421;0;0;0;453;0;0;0;0;0;0;0;0;0;0
11289;650;Axel;7170;47;0,66%;9368;7217;77,04%;1995;2501;1665;0;0;0;856;0;0;0;153;0;0;0;0;0;0
10060;744;Baarle-Nassau;3504;22;0,63%;4353;3526;81,00%;0;629;395;0;0;0;0;0;0;0;0;0;0;0;2480;0;0
11411;308;Baarn;14142;72;0,51%;18754;14214;75,79%;3565;4231;3917;0;843;982;604;0;0;0;0;0;0;0;0;0;0
11255;886;Baexem;1525;7;0,46%;1714;1532;89,38%;0;690;0;835;0;0;0;0;0;0;0;0;0;0;0;0;0
10539;4;Baflo;1758;7;0,40%;2082;1765;84,77%;729;678;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10749;745;Bakel en Milheeze;3991;23;0,58%;5437;4014;73,83%;196;2163;0;1632;0;0;0;0;0;0;0;0;0;0;0;0;0
10943;489;Barendrecht;11061;45;0,41%;14075;11106;78,91%;2405;3944;2655;0;0;753;1304;0;0;0;0;0;0;0;0;0;0
10906;203;Barneveld;21977;72;0,33%;27052;22049;81,51%;3302;8879;3362;0;0;0;2299;0;4135;0;0;0;0;0;0;0;0
10973;369;Barsingerhorn;2177;4;0,18%;2921;2181;74,67%;1175;239;763;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11030;144;Bathmen;3251;11;0,34%;3723;3262;87,62%;721;520;817;1193;0;0;0;0;0;0;0;0;0;0;0;0;0
10425;5;Bedum;6126;13;0,21%;6858;6139;89,52%;0;2485;637;0;1758;350;0;0;0;896;0;0;0;0;0;0;0
11089;887;Beegden;1185;11;0,93%;1316;1196;90,88%;0;0;0;1185;0;0;0;0;0;0;0;0;0;0;0;0;0
11374;888;Beek;10204;65;0,64%;12401;10269;82,81%;893;2720;1167;3789;1160;475;0;0;0;0;0;0;0;0;0;0;0
10173;746;Beek en Donk;4776;17;0,36%;6533;4793;73,37%;898;1618;0;424;0;0;0;0;0;0;0;0;0;0;1836;0;0
10816;370;Beemster;4710;19;0,40%;5787;4729;81,72%;1354;1231;1309;544;143;129;0;0;0;0;0;0;0;0;0;0;0
11410;747;Beers;1999;13;0,65%;2107;2012;95,49%;0;0;0;1999;0;0;0;0;0;0;0;0;0;0;0;0;0
11043;6;Beerta;2127;19;0,89%;2424;2146;88,53%;859;0;337;0;0;0;0;0;0;0;0;931;0;0;0;0;0
10195;889;Beesel;6263;81;1,29%;8970;6344;70,72%;1561;1740;423;2539;0;0;0;0;0;0;0;0;0;0;0;0;0
10520;107;Beilen;8499;36;0,42%;10164;8535;83,97%;3637;2528;1320;768;0;0;0;0;0;246;0;0;0;0;0;0;0
10292;890;Belfeld;2681;24;0,90%;3626;2705;74,60%;0;611;224;1502;344;0;0;0;0;0;0;0;0;0;0;0;0
10340;7;Bellingwedde;5978;42;0,70%;7338;6020;82,04%;3391;965;867;0;0;0;0;0;0;0;0;755;0;0;0;0;0
10744;206;Bemmel;7785;59;0,76%;11299;7844;69,42%;1630;2926;0;2483;0;0;0;0;0;0;0;0;0;746;0;0;0
10734;372;Bennebroek;3646;32;0,88%;4531;3678;81,17%;577;1354;1403;0;0;312;0;0;0;0;0;0;0;0;0;0;0
11330;309;Benschop;1935;7;0,36%;2228;1942;87,16%;0;712;0;181;226;0;0;0;508;0;0;0;0;308;0;0;0
10398;490;Benthuizen;1871;24;1,28%;2450;1895;77,35%;404;497;485;0;0;0;0;0;485;0;0;0;0;0;0;0;0
10962;491;Bergambacht;5428;25;0,46%;6341;5453;86,00%;1605;737;920;1220;0;0;0;0;804;0;0;0;142;0;0;0;0
11424;373;Bergen;8417;36;0,43%;10950;8453;77,20%;0;2008;2195;1979;2235;0;0;0;0;0;0;0;0;0;0;0;0
11281;893;Bergen;7303;62;0,85%;9602;7365;76,70%;0;3944;602;503;2254;0;0;0;0;0;0;0;0;0;0;0;0
11037;748;Bergen op Zoom;22461;171;0,76%;34667;22632;65,28%;6241;5894;3741;4476;640;1331;0;138;0;0;0;0;0;0;0;0;0
11160;749;Bergeyk;5877;29;0,49%;7104;5906;83,14%;0;1885;609;2623;760;0;0;0;0;0;0;0;0;0;0;0;0
10350;207;Bergh;9858;74;0,75%;13254;9932;74,94%;2685;3650;811;1526;1186;0;0;0;0;0;0;0;0;0;0;0;0
10733;750;Berghem;3210;24;0,75%;3961;3234;81,65%;497;285;0;2428;0;0;0;0;0;0;0;0;0;0;0;0;0
10445;492;Bergschenhoek;4041;26;0,64%;5315;4067;76,52%;878;1813;1053;0;0;0;297;0;0;0;0;0;0;0;0;0;0
11132;751;Berkel;6032;28;0,46%;7211;6060;84,04%;880;2227;1382;914;0;629;0;0;0;0;0;0;0;0;0;0;0
10139;493;Berkel c.a.;8697;51;0,59%;10946;8748;79,92%;1363;3941;1898;0;0;668;0;0;0;674;0;0;153;0;0;0;0
10362;752;Berlicum;4731;29;0,61%;6093;4760;78,12%;0;1599;485;1214;0;0;0;0;0;0;0;0;0;1433;0;0;0
10316;568;Bernisse;7069;29;0,41%;8976;7098;79,08%;2186;2062;2138;0;0;447;236;0;0;0;0;0;0;0;0;0;0
10442;753;Best;10594;62;0,59%;14732;10656;72,33%;2265;3866;1499;2655;0;309;0;0;0;0;0;0;0;0;0;0;0
10417;209;Beuningen;9738;62;0,64%;14336;9800;68,36%;0;2145;910;4387;2296;0;0;0;0;0;0;0;0;0;0;0;0
10272;375;Beverwijk;18964;112;0,59%;27303;19076;69,87%;6938;5063;2459;1688;2109;707;0;0;0;0;0;0;0;0;0;0;0
11294;8;Bierum;2440;13;0,53%;3107;2453;78,95%;675;1069;0;696;0;0;0;0;0;0;0;0;0;0;0;0;0
10128;63;Bildt ('t);6110;23;0,38%;7409;6133;82,78%;2037;2252;736;1085;0;0;0;0;0;0;0;0;0;0;0;0;0
10168;310;Bilt (de);19921;72;0,36%;24695;19993;80,96%;4404;5384;6186;0;1239;1864;844;0;0;0;0;0;0;0;0;0;0
10222;585;Binnenmaas;10681;37;0,35%;13405;10718;79,96%;3268;2332;2607;1122;0;366;0;0;986;0;0;0;0;0;0;0;0
11006;754;Bladel en Netersel;4858;31;0,64%;6978;4889;70,06%;1137;2086;528;1107;0;0;0;0;0;0;0;0;0;0;0;0;0
10493;376;Blaricum;6189;28;0,45%;7983;6217;77,88%;1003;1164;1797;1503;0;722;0;0;0;0;0;0;0;0;0;0;0
10994;495;Bleiswijk;4709;18;0,38%;5936;4727;79,63%;990;1949;1358;0;0;0;412;0;0;0;0;0;0;0;0;0;0
10850;377;Bloemendaal;10947;57;0,52%;13751;11004;80,02%;1820;2831;4529;0;1767;0;0;0;0;0;0;0;0;0;0;0;0
10815;55;Boarnsterhim;10914;40;0,37%;12800;10954;85,58%;5607;1982;2497;828;0;0;0;0;0;0;0;0;0;0;0;0;0
11091;497;Bodegraven;9500;32;0,34%;12387;9532;76,95%;2177;3852;1802;0;0;704;423;0;542;0;0;0;0;0;0;0;0
10432;755;Boekel;4638;41;0,88%;6122;4679;76,43%;0;1997;0;2641;0;0;0;0;0;0;0;0;0;0;0;0;0
10891;9;Boer ten;4023;11;0,27%;4744;4034;85,03%;1176;1218;0;549;0;0;0;0;0;554;0;0;0;526;0;0;0
10865;64;Bolsward;5664;44;0,78%;7247;5708;78,76%;2016;2589;757;302;0;0;0;0;0;0;0;0;0;0;0;0;0
11307;211;Borculo;6246;43;0,69%;7348;6289;85,59%;2236;1805;1441;764;0;0;0;0;0;0;0;0;0;0;0;0;0
10448;108;Borger;7772;41;0,53%;9323;7813;83,80%;3910;1664;1164;1034;0;0;0;0;0;0;0;0;0;0;0;0;0
10927;897;Born;8973;64;0,71%;10165;9037;88,90%;580;1273;0;7120;0;0;0;0;0;0;0;0;0;0;0;0;0
10326;147;Borne;11475;13;0,11%;14378;11488;79,90%;3236;5440;1749;0;0;488;0;87;0;0;0;0;0;0;0;475;0
10043;654;Borsele;10948;41;0,37%;14280;10989;76,95%;3007;4496;1585;0;330;0;0;0;1530;0;0;0;0;0;0;0;0
10419;499;Boskoop;7922;43;0,54%;10288;7965;77,42%;1401;2720;1951;0;496;535;819;0;0;0;0;0;0;0;0;0;0
11227;756;Boxmeer;8524;37;0,43%;10335;8561;82,84%;2291;2623;607;2792;0;0;0;211;0;0;0;0;0;0;0;0;0
10083;757;Boxtel;13150;63;0,48%;17613;13213;75,02%;2398;3029;1351;0;0;510;0;2394;0;0;0;0;0;0;3468;0;0
10154;758;Breda;60979;446;0,73%;94385;61425;65,08%;20608;18781;12271;633;2518;3440;0;382;0;0;1972;0;374;0;0;0;0
11088;194;Brederwiede;7348;33;0,45%;8659;7381;85,24%;1946;1650;931;188;0;346;0;0;0;700;0;0;0;0;0;0;1587
10807;311;Breukelen;6031;30;0,50%;7901;6061;76,71%;910;1759;1465;0;438;883;576;0;0;0;0;0;0;0;0;0;0
10232;501;Brielle;8503;40;0,47%;11297;8543;75,62%;2964;1802;2666;250;0;625;0;0;0;0;0;0;196;0;0;0;0
10289;380;Broek in Waterland;1686;10;0,59%;2079;1696;81,58%;607;348;314;417;0;0;0;0;0;0;0;0;0;0;0;0;0
10856;898;Broekhuizen;1053;15;1,42%;1300;1068;82,15%;0;0;249;804;0;0;0;0;0;0;0;0;0;0;0;0;0
10030;656;Brouwershaven;2232;11;0,49%;2752;2243;81,50%;1011;333;681;0;0;0;207;0;0;0;0;0;0;0;0;0;0
11291;657;Bruinisse;1874;20;1,07%;2329;1894;81,32%;0;403;0;1023;0;0;448;0;0;0;0;0;0;0;0;0;0
10798;213;Brummen;11714;65;0,55%;15070;11779;78,16%;6062;2839;2279;534;0;0;0;0;0;0;0;0;0;0;0;0;0
10533;899;Brunssum;18196;112;0,62%;23598;18308;77,58%;3955;4734;762;6329;1234;1182;0;0;0;0;0;0;0;0;0;0;0
10219;759;Budel;6463;43;0,67%;8542;6506;76,16%;1348;1836;531;2748;0;0;0;0;0;0;0;0;0;0;0;0;0
10820;312;Bunnik;7898;40;0,51%;9775;7938;81,21%;1217;3355;1971;0;861;494;0;0;0;0;0;0;0;0;0;0;0
11343;313;Bunschoten;9973;38;0,38%;11651;10011;85,92%;982;2627;1012;165;0;0;1297;0;0;2880;0;0;0;0;0;0;1010
10281;381;Bussum;18963;25;0,13%;26313;18988;72,16%;3559;4724;5571;0;0;1468;0;0;0;0;3641;0;0;0;0;0;0
10559;382;Callantsoog;1436;8;0,56%;1918;1444;75,29%;498;0;366;572;0;0;0;0;0;0;0;0;0;0;0;0;0
11248;502;Capelle a/d Ijssel;27693;189;0,68%;41028;27882;67,96%;9885;4052;5782;2705;808;1011;2863;587;0;0;0;0;0;0;0;0;0
11287;383;Castricum;13526;46;0,34%;17253;13572;78,66%;0;3756;3241;1787;3703;1039;0;0;0;0;0;0;0;0;0;0;0
11433;760;Chaam;2309;10;0,43%;2700;2319;85,89%;0;0;0;2309;0;0;0;0;0;0;0;0;0;0;0;0;0
10383;109;Coevorden;8068;32;0,40%;10470;8100;77,36%;3414;2905;1178;0;571;0;0;0;0;0;0;0;0;0;0;0;0
11316;314;Cothen;1364;9;0,66%;1687;1373;81,39%;0;814;211;339;0;0;0;0;0;0;0;0;0;0;0;0;0
11346;611;Cromstrijen;6543;21;0,32%;8520;6564;77,04%;2885;1392;0;0;0;0;0;0;688;0;0;0;0;1578;0;0;0
10342;216;Culemborg;10331;2;0,02%;14706;10333;70,26%;3613;3265;1707;0;293;623;0;561;269;0;0;0;0;0;0;0;0
10023;761;Cuyk en St. Agatha;9009;68;0,75%;12271;9077;73,97%;2110;2318;1103;3156;0;322;0;0;0;0;0;0;0;0;0;0;0
11004;110;Dalen;3465;13;0,38%;4120;3478;84,42%;1259;590;1029;587;0;0;0;0;0;0;0;0;0;0;0;0;0
11007;148;Dalfsen;8834;29;0,33%;10549;8863;84,02%;1277;4413;1009;1301;0;0;0;0;0;834;0;0;0;0;0;0;0
10650;65;Dantumadeel;11022;41;0,37%;13441;11063;82,31%;3286;3935;847;1256;0;0;0;0;818;193;0;0;687;0;0;0;0
10928;503;Delft;48134;269;0,56%;69302;48403;69,84%;15671;11236;7711;3181;4614;2932;1608;1181;0;0;0;0;0;0;0;0;0
10976;10;Delfzijl;12710;64;0,50%;18134;12774;70,44%;6200;2611;1779;111;849;602;558;0;0;0;0;0;0;0;0;0;0
10245;149;Denekamp;7534;50;0,66%;8911;7584;85,11%;1360;4352;876;946;0;0;0;0;0;0;0;0;0;0;0;0;0
10379;762;Deurne;15502;62;0,40%;20641;15564;75,40%;0;4734;1184;6738;2662;0;0;184;0;0;0;0;0;0;0;0;0
10899;150;Deventer;37136;172;0,46%;49667;37308;75,12%;15334;7765;4615;5453;2472;1175;0;0;0;322;0;0;0;0;0;0;0
10153;218;Didam;8902;37;0,42%;11465;8939;77,97%;0;5175;817;990;1920;0;0;0;0;0;0;0;0;0;0;0;0
11039;384;Diemen;9459;65;0,69%;13402;9524;71,06%;3140;1960;2316;0;960;1083;0;0;0;0;0;0;0;0;0;0;0
10311;151;Diepenheim;1819;8;0,44%;2011;1827;90,85%;627;314;361;517;0;0;0;0;0;0;0;0;0;0;0;0;0
10933;152;Diepenveen;6742;23;0,34%;7973;6765;84,85%;1656;2796;1389;901;0;0;0;0;0;0;0;0;0;0;0;0;0
11185;763;Diessen;2225;13;0,58%;2645;2238;84,61%;0;0;0;2225;0;0;0;0;0;0;0;0;0;0;0;0;0
10418;111;Diever;2207;6;0,27%;2607;2213;84,89%;856;505;454;392;0;0;0;0;0;0;0;0;0;0;0;0;0
11193;764;Dinteloordc.a.;3406;12;0,35%;4143;3418;82,50%;821;888;549;775;0;0;0;0;230;0;0;0;143;0;0;0;0
11154;219;Dinxperlo;4266;25;0,59%;5712;4291;75,12%;1027;2267;397;575;0;0;0;0;0;0;0;0;0;0;0;0;0
11344;504;Dirksland;4154;26;0,63%;5231;4180;79,91%;1042;968;541;420;0;0;0;0;1183;0;0;0;0;0;0;0;0
10327;221;Doesburg;5865;47;0,80%;7802;5912;75,78%;2705;1664;940;0;217;0;0;339;0;0;0;0;0;0;0;0;0
10396;222;Doetinchem;21830;110;0,50%;30190;21940;72,67%;8781;6909;3650;0;1203;884;403;0;0;0;0;0;0;0;0;0;0
10236;660;Domburg;2554;13;0,51%;2956;2567;86,84%;687;517;500;154;0;0;696;0;0;0;0;0;0;0;0;0;0
11412;766;Dongen;11214;20;0,18%;15090;11234;74,45%;1582;2879;960;4019;0;453;0;1321;0;0;0;0;0;0;0;0;0
10198;58;Dongeradeel;14636;60;0,41%;17562;14696;83,68%;3700;7548;1229;1130;0;0;1029;0;0;0;0;0;0;0;0;0;0
10213;315;Doorn;6142;26;0,42%;8046;6168;76,66%;0;1617;2323;0;1363;418;421;0;0;0;0;0;0;0;0;0;0
11157;505;Dordrecht;54529;361;0,66%;81410;54890;67,42%;22132;11190;9479;2128;3165;2376;3257;802;0;0;0;0;0;0;0;0;0
10642;498;Drechterland;4720;5;0,11%;5944;4725;79,49%;833;1728;801;1238;0;0;0;0;0;0;0;120;0;0;0;0;0
10777;316;Driebergen-Rijsenburg;10328;67;0,65%;13441;10395;77,34%;0;3064;2831;0;2906;763;0;0;764;0;0;0;0;0;0;0;0
10830;506;Driebruggen;2440;11;0,45%;2874;2451;85,28%;0;1053;551;189;202;0;445;0;0;0;0;0;0;0;0;0;0
10210;303;Dronten;12188;44;0,36%;15300;12232;79,95%;0;4296;2380;715;3335;476;639;0;0;347;0;0;0;0;0;0;0
10428;767;Drunen;8812;41;0,47%;11805;8853;74,99%;1684;2415;1013;3700;0;0;0;0;0;0;0;0;0;0;0;0;0
10068;225;Druten;7685;41;0,53%;10366;7726;74,53%;1758;1066;426;4435;0;0;0;0;0;0;0;0;0;0;0;0;0
11237;662;Duiveland;3150;6;0,19%;3795;3156;83,16%;892;585;648;0;0;0;1025;0;0;0;0;0;0;0;0;0;0
11028;226;Duiven;6613;17;0,26%;8517;6630;77,84%;1497;1458;743;2915;0;0;0;0;0;0;0;0;0;0;0;0;0
10491;768;Dungen (den);2628;15;0,57%;3066;2643;86,20%;0;778;0;1850;0;0;0;0;0;0;0;0;0;0;0;0;0
10261;769;Dussen;3459;31;0,90%;4337;3490;80,47%;782;1709;0;968;0;0;0;0;0;0;0;0;0;0;0;0;0
10331;112;Dwingeloo;2451;9;0,37%;2801;2460;87,83%;939;513;551;448;0;0;0;0;0;0;0;0;0;0;0;0;0
10941;902;Echt;11466;106;0,92%;13267;11572;87,22%;763;856;617;8301;623;0;0;0;0;0;306;0;0;0;0;0;0
10884;385;Edam-Volendam;13580;94;0,69%;16949;13674;80,68%;1627;4644;1471;5399;439;0;0;0;0;0;0;0;0;0;0;0;0
10743;228;Ede;48700;190;0,39%;64280;48890;76,06%;8879;13657;8991;3271;2257;1227;2564;824;7030;0;0;0;0;0;0;0;0
10622;113;Eelde;6724;22;0,33%;8004;6746;84,28%;2295;926;1690;1095;0;718;0;0;0;0;0;0;0;0;0;0;0
10248;317;Eemnes;4216;17;0,40%;5096;4233;83,07%;569;1299;859;1303;0;186;0;0;0;0;0;0;0;0;0;0;0
10904;11;Eenrum;1538;4;0,26%;1806;1542;85,38%;921;0;327;80;0;0;210;0;0;0;0;0;0;0;0;0;0
10741;770;Eersel;6548;37;0,57%;8547;6585;77,04%;0;2142;599;3807;0;0;0;0;0;0;0;0;0;0;0;0;0
10421;357;Egmond;6303;37;0,59%;8316;6340;76,24%;1726;1523;1188;1013;526;0;0;0;0;0;0;0;0;0;0;0;327
10436;229;Eibergen;9748;42;0,43%;11755;9790;83,28%;3150;5276;1322;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10314;905;Eijsden;7174;173;2,41%;8280;7347;88,73%;1071;2397;1204;2502;0;0;0;0;0;0;0;0;0;0;0;0;0
11298;772;Eindhoven;91108;270;0,30%;150525;91378;60,71%;30257;33993;13466;1777;4034;4256;0;3325;0;0;0;0;0;0;0;0;0
11113;230;Elburg;11128;32;0,29%;13776;11160;81,01%;1857;3062;1687;0;0;0;0;0;2240;0;0;0;703;0;0;0;1579
11180;114;Emmen;52829;228;0,43%;68574;53057;77,37%;28278;14670;4946;0;0;2283;1281;1371;0;0;0;0;0;0;0;0;0
10729;388;Enkhuizen;9074;46;0,51%;11528;9120;79,11%;3391;2272;1018;888;0;251;578;0;0;0;180;496;0;0;0;0;0
10364;153;Enschede;75493;74;0,10%;109678;75567;68,90%;34237;18281;11700;0;2837;3163;0;1730;0;3000;545;0;0;0;0;0;0
10940;232;Epe;19711;86;0,44%;24982;19797;79,25%;6215;4346;3652;4212;0;0;1286;0;0;0;0;0;0;0;0;0;0
10732;233;Ermelo;13753;50;0,36%;17894;13803;77,14%;0;5477;2494;1504;2260;0;0;108;971;421;0;0;518;0;0;0;0
10385;775;Erp;3553;21;0,59%;4229;3574;84,51%;0;1078;0;2475;0;0;0;0;0;0;0;0;0;0;0;0;0
10709;776;Esch;1233;13;1,05%;1353;1246;92,09%;0;0;0;1233;0;0;0;0;0;0;0;0;0;0;0;0;0
10750;777;Etten en leur;15438;118;0,76%;22792;15556;68,25%;4669;6357;2726;1081;605;0;0;0;0;0;0;0;0;0;0;0;0
10136;12;Ezinge;1177;2;0,17%;1336;1179;88,25%;417;300;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0
11284;68;Ferwerderadeel;5371;25;0,47%;6394;5396;84,39%;1518;2577;653;284;0;0;0;0;0;339;0;0;0;0;0;0;0
10206;778;Fijnaart c.a.;3509;13;0,37%;4587;3522;76,78%;933;1631;461;484;0;0;0;0;0;0;0;0;0;0;0;0;0
10212;13;Finsterwolde;1847;24;1,30%;2069;1871;90,43%;836;0;0;240;0;0;0;0;0;0;0;771;0;0;0;0;0
10404;70;Franekeradeel;11767;50;0,42%;14960;11817;78,99%;3930;4453;1443;1711;0;230;0;0;0;0;0;0;0;0;0;0;0
10036;71;Gaasterlan-sleat;5403;29;0,54%;6512;5432;83,42%;1062;2761;725;499;0;0;0;0;0;0;0;0;356;0;0;0;0
11099;115;Gasselte;2578;18;0,70%;3134;2596;82,83%;1257;362;448;511;0;0;0;0;0;0;0;0;0;0;0;0;0
10101;779;Geertruidenberg;3517;18;0,51%;4863;3535;72,69%;1007;733;227;1550;0;0;0;0;0;0;0;0;0;0;0;0;0
10370;780;Geffen;2703;28;1,04%;3409;2731;80,11%;0;815;0;1888;0;0;0;0;0;0;0;0;0;0;0;0;0
10881;236;Geldermalsen;12184;51;0,42%;15476;12235;79,06%;3546;3494;1929;1618;0;408;0;0;1189;0;0;0;0;0;0;0;0
10529;781;Geldrop;13926;59;0,42%;19346;13985;72,29%;0;3179;1617;6315;2374;441;0;0;0;0;0;0;0;0;0;0;0
10048;906;Geleen;20534;110;0,54%;27165;20644;75,99%;5685;6857;1116;5708;0;0;0;177;0;0;991;0;0;0;0;0;0
10277;782;Gemert;9068;51;0,56%;12331;9119;73,95%;1474;3205;460;3455;0;474;0;0;0;0;0;0;0;0;0;0;0
10260;237;Gendringen;11353;54;0,48%;14663;11407;77,79%;3046;6316;1133;858;0;0;0;0;0;0;0;0;0;0;0;0;0
10440;238;Gendt;3749;31;0,83%;5026;3780;75,21%;635;1196;192;1726;0;0;0;0;0;0;0;0;0;0;0;0;0
10746;154;Genemuiden;3921;8;0,20%;4666;3929;84,20%;818;1017;367;0;0;0;0;0;1107;0;0;0;612;0;0;0;0
10542;907;Gennep;8426;64;0,76%;11791;8490;72,00%;1431;1924;543;2603;0;1925;0;0;0;0;0;0;0;0;0;0;0
10506;116;Gieten;3582;18;0,50%;4336;3600;83,03%;1395;417;863;517;390;0;0;0;0;0;0;0;0;0;0;0;0
11375;784;Gilze en Rijen;11995;52;0,43%;15722;12047;76,63%;2520;4244;1433;3798;0;0;0;0;0;0;0;0;0;0;0;0;0
10981;511;Goedereede;6384;26;0,41%;7580;6410;84,56%;1210;1277;744;335;0;0;0;0;2104;0;0;0;0;714;0;0;0
10674;664;Goes;16894;80;0,47%;23770;16974;71,41%;5318;5131;2876;0;839;729;484;0;1517;0;0;0;0;0;0;0;0
10971;785;Goirle;9769;62;0,63%;12935;9831;76,00%;1588;2519;775;3972;0;347;0;0;0;0;568;0;0;0;0;0;0
10076;156;Goor;7388;33;0,45%;8863;7421;83,73%;3362;2296;1165;0;0;565;0;0;0;0;0;0;0;0;0;0;0
