Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;PvdA;CDA;VVD;Onafhankelijk;PAK;D66;PCG;Overige;SGP;GPV;PSP;CPN;RPF;GG;RK;PPR;PC
10318;295;Wisch;10936;59;0,54%;14983;10995;73,38%;2683;4265;1111;2877;0;0;0;0;0;0;0;0;0;0;0;0;0
10243;727;Wissenkerke;1967;0;0,00%;2432;1967;80,88%;489;813;275;212;0;0;0;0;178;0;0;0;0;0;0;0;0
11371;990;Wittem;5490;40;0,73%;5879;5530;94,06%;439;893;152;4006;0;0;0;0;0;0;0;0;0;0;0;0;0
10602;873;Woensdrecht;5221;37;0,71%;7296;5258;72,07%;1199;1378;811;1833;0;0;0;0;0;0;0;0;0;0;0;0;0
10974;632;Woerden;14727;70;0,48%;19284;14797;76,73%;3182;5937;2974;0;410;739;0;662;823;0;0;0;0;0;0;0;0
10818;466;Wognum;3850;10;0,26%;5182;3860;74,49%;725;2145;633;0;0;347;0;0;0;0;0;0;0;0;0;0;0
10454;99;Wonseradeel;6867;40;0,58%;8216;6907;84,07%;2324;3085;890;405;0;163;0;0;0;0;0;0;0;0;0;0;0
10648;467;Wormer;6482;20;0,31%;8275;6502;78,57%;2044;1685;1013;0;1323;417;0;0;0;0;0;0;0;0;0;0;0
10461;633;Woubrugge;2850;11;0,39%;3482;2861;82,17%;307;1179;460;665;0;0;0;0;0;0;0;0;0;0;0;0;239
11398;351;Woudenberg;5543;12;0,22%;6610;5555;84,04%;1176;1403;1025;593;0;0;423;0;923;0;0;0;0;0;0;0;0
10282;874;Woudrichem;7362;31;0,42%;9346;7393;79,10%;1995;2965;941;414;0;0;739;0;0;0;0;0;308;0;0;0;0
10808;875;Wouw;4827;26;0,54%;6229;4853;77,91%;984;1475;438;0;0;0;0;0;0;0;0;0;0;0;1930;0;0
11427;101;Wymbritseradiel;8376;33;0,39%;10114;8409;83,14%;1349;4292;784;1951;0;0;0;0;0;0;0;0;0;0;0;0;0
11044;479;Zaanstad;68294;307;0,45%;96965;68601;70,75%;28059;12766;10884;3855;3478;3034;998;578;138;0;0;4504;0;0;0;0;0
10956;54;Zandt 't;1478;6;0,41%;1805;1484;82,22%;695;387;0;396;0;0;0;0;0;0;0;0;0;0;0;0;0
10910;473;Zandvoort;9238;37;0,40%;12942;9275;71,67%;2383;1424;2470;2203;0;758;0;0;0;0;0;0;0;0;0;0;0
10759;877;Zeeland;3022;27;0,89%;4040;3049;75,47%;0;1584;0;1438;0;0;0;0;0;0;0;0;0;0;0;0;0
11121;478;Zeevang;3290;22;0,67%;4111;3312;80,56%;968;303;736;987;296;0;0;0;0;0;0;0;0;0;0;0;0
10012;50;Zeewolde;1371;4;0,29%;1612;1375;85,30%;0;555;366;0;342;0;108;0;0;0;0;0;0;0;0;0;0
10949;354;Zegveld;1190;11;0,92%;1380;1201;87,03%;0;520;0;358;0;0;312;0;0;0;0;0;0;0;0;0;0
10324;355;Zeist;33246;249;0,75%;45980;33495;72,85%;8854;8527;9207;0;1735;2150;2397;376;0;0;0;0;0;0;0;0;0
11159;298;Zelhem;6262;25;0,40%;8325;6287;75,52%;2351;2489;1129;0;0;0;293;0;0;0;0;0;0;0;0;0;0
10938;299;Zevenaar;14076;74;0,53%;18886;14150;74,92%;0;4433;1901;3907;3835;0;0;0;0;0;0;0;0;0;0;0;0
10046;878;Zevenbergen;7934;46;0,58%;11152;7980;71,56%;2412;2559;1321;1642;0;0;0;0;0;0;0;0;0;0;0;0;0
11317;635;Zevenhoven;1498;12;0,80%;1783;1510;84,69%;0;887;0;611;0;0;0;0;0;0;0;0;0;0;0;0;0
11377;636;Zevenhuizen;3673;20;0,54%;4456;3693;82,88%;856;921;842;748;0;0;0;0;306;0;0;0;0;0;0;0;0
10843;732;Zierikzee;5663;30;0,53%;7281;5693;78,19%;2405;1639;1149;0;0;0;470;0;0;0;0;0;0;0;0;0;0
10004;476;Zijpe;4639;21;0,45%;6198;4660;75,19%;1584;1648;1225;0;182;0;0;0;0;0;0;0;0;0;0;0;0
10766;637;Zoetermeer;40338;133;0,33%;58730;40471;68,91%;12272;9268;9733;452;1100;3154;1917;2442;0;0;0;0;0;0;0;0;0
11074;638;Zoeterwoude;4194;25;0,60%;5857;4219;72,03%;0;1988;926;0;1280;0;0;0;0;0;0;0;0;0;0;0;0
10021;56;Zuidhorn;4428;16;0,36%;5097;4444;87,19%;1171;1102;583;609;0;0;0;0;0;963;0;0;0;0;0;0;0
10002;136;Zuidlaren;6257;22;0,35%;7860;6279;79,89%;2207;1437;1854;0;301;0;0;0;0;458;0;0;0;0;0;0;0
10262;137;Zuidwolde;5531;24;0,43%;6759;5555;82,19%;1250;1860;1386;497;0;392;0;0;0;146;0;0;0;0;0;0;0
11192;879;Zundert;8025;90;1,12%;10065;8115;80,63%;0;2159;0;5866;0;0;0;0;0;0;0;0;0;0;0;0;0
10254;301;Zutphen;17887;78;0,44%;23516;17965;76,39%;8184;4120;2824;616;834;885;0;0;0;0;0;424;0;0;0;0;0
10303;192;Zwartsluis;2658;13;0,49%;3197;2671;83,55%;803;986;426;0;0;0;443;0;0;0;0;0;0;0;0;0;0
10872;138;Zweeloo;1883;10;0,53%;2073;1893;91,32%;804;413;666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10468;642;Zwijndrecht;21531;138;0,64%;30174;21669;71,81%;6764;6475;3693;525;852;1149;1555;0;0;518;0;0;0;0;0;0;0
10093;193;Zwolle;48106;95;0,20%;66634;48201;72,34%;16798;14183;7598;0;2322;2647;0;621;399;2263;0;0;1275;0;0;0;0
