Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;CDA;PvdA;LOG;VVD;GL;D66;LCG;SP;LPG;SGP;RPF;Overig;GPV;CD;CP86
10078;870;Werkendam;10918;14;0,13%;18917;10932;57,79%;2535;1432;3426;927;0;158;0;0;0;1649;791;0;0;0;0
11270;459;Wervershoof;4143;6;0,14%;6173;4149;67,21%;736;0;1632;1111;0;0;0;0;664;0;0;0;0;0;0
10042;668;West Maas en Waal;10255;10;0,10%;13918;10265;73,75%;2019;1419;5304;1513;0;0;0;0;0;0;0;0;0;0;0
10354;558;Wester-Koggenland;6795;10;0,15%;9948;6805;68,41%;2385;980;2000;1430;0;0;0;0;0;0;0;0;0;0;0
10186;1701;Westerveld;9446;28;0,30%;14518;9474;65,26%;1505;2672;2104;2230;0;0;0;0;935;0;0;0;0;0;0
11085;293;Westervoort;6104;14;0,23%;11434;6118;53,51%;1213;2008;0;1394;794;695;0;0;0;0;0;0;0;0;0
11322;98;Weststellingwerf;11643;10;0,09%;19267;11653;60,48%;2374;2615;2999;1942;1090;292;0;0;0;0;331;0;0;0;0
10009;614;Westvoorne;6975;18;0,26%;10987;6993;63,65%;1049;1601;1584;2256;0;485;0;0;0;0;0;0;0;0;0
10676;189;Wierden;12945;13;0,10%;17178;12958;75,43%;6052;0;2435;0;0;0;0;0;2003;310;2145;0;0;0;0
11277;462;Wieringen;4248;3;0,07%;6498;4251;65,42%;620;961;0;1232;0;0;0;0;1435;0;0;0;0;0;0
10239;463;Wieringermeer;5861;21;0,36%;9103;5882;64,62%;1892;1086;1029;1368;0;0;0;0;486;0;0;0;0;0;0
10723;296;Wijchen;17393;27;0,16%;28388;17420;61,36%;3777;2825;6994;2243;0;618;0;936;0;0;0;0;0;0;0
10888;190;Wijhe;3847;8;0,21%;5666;3855;68,04%;1604;1223;448;572;0;0;0;0;0;0;0;0;0;0;0
10760;352;Wijk bij Duurstede;10082;13;0,13%;16567;10095;60,93%;1740;1672;640;2592;1993;540;905;0;0;0;0;0;0;0;0
10453;52;Winschoten;9185;21;0,23%;15077;9206;61,06%;1551;3728;241;1389;1126;451;0;699;0;0;0;0;0;0;0
11135;53;Winsum;7713;10;0,13%;10293;7723;75,03%;1780;1964;1043;926;773;399;0;0;0;0;0;0;828;0;0
11119;294;Winterswijk;13899;39;0,28%;22144;13938;62,94%;3113;4312;0;3962;0;787;0;0;1725;0;0;0;0;0;0
10318;295;Wisch;9343;8;0,09%;15555;9351;60,12%;2692;2122;3283;1246;0;0;0;0;0;0;0;0;0;0;0
10602;873;Woensdrecht;8386;47;0,56%;16348;8433;51,58%;2107;918;3605;1107;0;649;0;0;0;0;0;0;0;0;0
10974;632;Woerden;17997;22;0,12%;28181;18019;63,94%;5752;2877;0;3859;1474;1775;0;0;0;846;1414;0;0;0;0
10818;466;Wognum;3901;19;0,49%;5685;3920;68,95%;1987;479;0;823;0;612;0;0;0;0;0;0;0;0;0
10648;880;Wormerland;7345;13;0,18%;11614;7358;63,35%;1401;1508;1428;1361;1250;397;0;0;0;0;0;0;0;0;0
11398;351;Woudenberg;5844;3;0,05%;7962;5847;73,44%;658;564;2002;701;0;0;935;0;0;984;0;0;0;0;0
10282;874;Woudrichem;6901;5;0,07%;10542;6906;65,51%;2345;1591;629;958;0;0;909;0;0;469;0;0;0;0;0
10454;710;Wûnseradiel;6048;18;0,30%;8626;6066;70,32%;1781;1133;587;1000;682;865;0;0;0;0;0;0;0;0;0
11427;683;Wymbritseradiel;7647;11;0,14%;11365;7658;67,38%;3050;1003;2645;759;0;190;0;0;0;0;0;0;0;0;0
11044;479;Zaanstad;54709;105;0,19%;104708;54814;52,35%;7028;13079;11409;10690;8176;2894;1433;0;0;0;0;0;0;0;0
10910;473;Zandvoort;7319;9;0,12%;12919;7328;56,72%;899;1003;1629;2545;0;572;0;671;0;0;0;0;0;0;0
10618;707;Zederik;8151;30;0,37%;9882;8181;82,79%;1949;1140;2065;907;0;0;0;0;0;1053;1037;0;0;0;0
11121;478;Zeevang;3327;11;0,33%;4765;3338;70,05%;301;519;1109;1063;335;0;0;0;0;0;0;0;0;0;0
10012;50;Zeewolde;7410;4;0,05%;10212;7414;72,60%;842;756;3334;1419;0;195;864;0;0;0;0;0;0;0;0
10324;355;Zeist;27827;38;0,14%;46619;27865;59,77%;4166;4517;2987;6873;2590;2303;2327;1535;0;0;0;529;0;0;0
11159;298;Zelhem;5743;19;0,33%;8915;5762;64,63%;1661;1608;0;982;0;0;384;0;1108;0;0;0;0;0;0
10938;299;Zevenaar;12373;16;0,13%;21073;12389;58,79%;2549;4594;1692;1861;0;634;0;1043;0;0;0;0;0;0;0
10046;878;Zevenbergen;14672;44;0,30%;28379;14716;51,86%;3533;2041;4583;2375;916;489;735;0;0;0;0;0;0;0;0
11377;1666;Zevenhuizen-Moerkapelle;5294;5;0,09%;7279;5299;72,80%;703;683;1229;1071;0;248;0;0;0;911;449;0;0;0;0
10004;476;Zijpe;5390;8;0,15%;8564;5398;63,03%;1255;1217;1837;1081;0;0;0;0;0;0;0;0;0;0;0
10766;637;Zoetermeer;47079;79;0,17%;79980;47158;58,96%;5641;9089;1294;12520;2858;4418;2715;8165;0;0;0;0;0;379;0
11074;638;Zoeterwoude;4092;27;0,66%;6392;4119;64,44%;1893;0;0;1013;0;0;0;0;1186;0;0;0;0;0;0
10021;56;Zuidhorn;10113;19;0,19%;13029;10132;77,76%;2885;2264;337;1562;726;370;0;0;0;0;0;0;1969;0;0
10002;136;Zuidlaren;13960;11;0,08%;24069;13971;58,05%;1761;3100;1932;3739;1408;1442;578;0;0;0;0;0;0;0;0
11192;879;Zundert;9017;71;0,79%;15429;9088;58,90%;2559;0;3120;1074;0;368;0;0;1896;0;0;0;0;0;0
10254;301;Zutphen;15437;53;0,34%;26528;15490;58,39%;2736;4395;1623;2314;1726;1133;0;1510;0;0;0;0;0;0;0
10303;192;Zwartsluis;2363;16;0,68%;3409;2379;69,79%;851;615;0;381;0;0;516;0;0;0;0;0;0;0;0
10468;642;Zwijndrecht;18905;40;0,21%;32436;18945;58,41%;4155;4420;433;4293;1394;1512;2698;0;0;0;0;0;0;0;0
10093;193;Zwolle;46740;59;0,13%;79837;46799;58,62%;7589;10285;5095;7378;3850;2536;0;1919;0;0;2998;1799;3291;0;0
