Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;CDA;PvdA;VVD;Onafhankelijk;PAK;D66;PCG;CPN;SGP;PSP;PPR;GPV;Overige;RPF;RK;GG;PC
10910;473;Zandvoort;8805;41;0,47%;12562;8846;70,42%;1063;1357;4250;1210;330;595;0;0;0;0;0;0;0;0;0;0;0
10759;877;Zeeland;2990;25;0,84%;3782;3015;79,72%;0;0;0;2990;0;0;0;0;0;0;0;0;0;0;0;0;0
11121;478;Zeevang;2805;9;0,32%;3820;2814;73,66%;260;676;735;831;303;0;0;0;0;0;0;0;0;0;0;0;0
10949;354;Zegveld;1103;7;0,63%;1295;1110;85,71%;481;0;0;347;0;0;275;0;0;0;0;0;0;0;0;0;0
10324;355;Zeist;30938;155;0,50%;45729;31093;67,99%;7835;5741;10668;0;1896;1876;2541;381;0;0;0;0;0;0;0;0;0
11159;298;Zelhem;5564;25;0,45%;7873;5589;70,99%;2513;1530;992;300;0;0;229;0;0;0;0;0;0;0;0;0;0
10938;299;Zevenaar;12735;37;0,29%;18141;12772;70,40%;4307;0;2230;3052;2611;421;0;0;0;0;0;114;0;0;0;0;0
10046;878;Zevenbergen;6855;43;0,63%;10298;6898;66,98%;2551;1365;1278;1315;0;346;0;0;0;0;0;0;0;0;0;0;0
11317;635;Zevenhoven;1182;10;0,85%;1559;1192;76,46%;710;0;0;372;0;0;0;0;0;0;0;0;0;100;0;0;0
11377;636;Zevenhuizen;3225;11;0,34%;4099;3236;78,95%;815;536;819;759;0;0;0;0;296;0;0;0;0;0;0;0;0
10843;732;Zierikzee;5135;23;0,45%;6926;5158;74,47%;1577;1597;1070;0;262;208;421;0;0;0;0;0;0;0;0;0;0
10004;476;Zijpe;4103;19;0,46%;6007;4122;68,62%;1214;1097;913;765;0;0;0;114;0;0;0;0;0;0;0;0;0
10766;637;Zoetermeer;30434;129;0,42%;49901;30563;61,25%;6961;7348;8987;949;1152;2363;1723;388;0;0;0;0;563;0;0;0;0
11074;638;Zoeterwoude;3829;18;0,47%;5408;3847;71,14%;1911;0;844;0;1074;0;0;0;0;0;0;0;0;0;0;0;0
10917;639;Zuid-Beijerland;1827;4;0,22%;2429;1831;75,38%;563;513;436;0;0;0;0;0;315;0;0;0;0;0;0;0;0
10018;996;Zuidelijke IJsselmeerpolders;9519;29;0,30%;14554;9548;65,60%;1261;3115;2171;205;851;1008;0;908;0;0;0;0;0;0;0;0;0
10021;56;Zuidhorn;4026;26;0,65%;4727;4052;85,72%;1004;971;634;283;0;253;0;0;0;0;0;881;0;0;0;0;0
10002;136;Zuidlaren;5381;51;0,95%;7170;5432;75,76%;1220;1693;1758;0;0;367;343;0;0;0;0;0;0;0;0;0;0
10262;137;Zuidwolde;4930;13;0,26%;6439;4943;76,77%;1714;870;1327;559;0;320;0;0;0;0;0;140;0;0;0;0;0
11192;879;Zundert;7326;82;1,12%;9332;7408;79,38%;0;108;0;7218;0;0;0;0;0;0;0;0;0;0;0;0;0
10254;301;Zutphen;15167;77;0,51%;22550;15244;67,60%;3798;5806;3071;0;947;820;0;725;0;0;0;0;0;0;0;0;0
10303;192;Zwartsluis;2410;13;0,54%;3068;2423;78,98%;1226;558;329;0;0;0;297;0;0;0;0;0;0;0;0;0;0
10872;138;Zweeloo;1730;13;0,75%;2014;1743;86,54%;393;676;661;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10468;642;Zwijndrecht;18324;64;0,35%;27798;18388;66,15%;5634;4395;4156;0;1181;1014;1538;0;0;0;0;406;0;0;0;0;0
10093;193;Zwolle;41790;74;0,18%;61718;41864;67,83%;12831;11412;8438;0;1547;2258;0;0;466;0;1466;1568;343;1461;0;0;0
