Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;CDA;PvdA;VVD;RK;Overige;D66;PAK;SGP;CPN;PPR;PSP;GPV;PC;GG;PCG;BP;DS70
11331;610;Sliedrecht;12484;40;0,32%;15443;12524;81,10%;2667;4330;1249;0;0;859;738;2468;84;0;0;89;0;0;0;0;0
10747;40;Slochteren;7471;50;0,67%;9672;7521;77,76%;1613;2813;0;0;0;0;315;0;111;0;0;823;0;1796;0;0;0
10867;89;Sloten;424;0;0,00%;440;424;96,36%;201;58;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0
10895;713;Sluis;1938;14;0,72%;2179;1952;89,58%;600;337;489;0;512;0;0;0;0;0;0;0;0;0;0;0;0
10405;90;Smallingerland;25000;93;0,37%;30794;25093;81,49%;9579;8856;2256;0;897;872;0;0;970;375;0;1195;0;0;0;0;0
11033;131;Smilde;4484;19;0,42%;5499;4503;81,89%;1976;1566;389;0;439;0;0;0;0;0;0;114;0;0;0;0;0
11421;91;Sneek;14729;46;0,31%;19265;14775;76,69%;5897;4882;1517;0;1639;0;0;0;642;0;0;152;0;0;0;0;0
10802;341;Snelrewaard;383;1;0,26%;470;384;81,70%;221;0;39;0;0;0;0;0;0;0;0;0;0;0;123;0;0
11021;342;Soest;20051;75;0,37%;27909;20126;72,11%;6915;2762;5041;0;0;2004;2598;376;61;0;138;156;0;0;0;0;0
10203;847;Someren;8062;49;0,61%;10062;8111;80,61%;0;0;416;7646;0;0;0;0;0;0;0;0;0;0;0;0;0
10549;848;Son en breugel;6780;18;0,27%;9012;6798;75,43%;2508;921;1553;1170;0;459;0;0;0;169;0;0;0;0;0;0;0
10552;970;Spaubeek;2142;22;1,03%;2501;2164;86,53%;0;0;0;2142;0;0;0;0;0;0;0;0;0;0;0;0;0
10735;612;Spijkenisse;14456;81;0,56%;21756;14537;66,82%;3525;5995;2415;0;0;1502;0;328;153;194;344;0;0;0;0;0;0
11233;849;Sprang-Capelle;4300;23;0,53%;5477;4323;78,93%;1374;551;275;0;1364;0;0;736;0;0;0;0;0;0;0;0;0
10913;179;Stad Delden;4109;7;0,17%;4707;4116;87,44%;1868;841;804;0;306;290;0;0;0;0;0;0;0;0;0;0;0
11253;37;Stadskanaal;17742;96;0,54%;23676;17838;75,34%;7251;6536;1478;0;235;0;631;0;461;0;0;624;526;0;0;0;0
11212;850;Standdaarbuiten;1489;7;0,47%;1741;1496;85,93%;0;139;0;1350;0;0;0;0;0;0;0;0;0;0;0;0;0
11362;180;Staphorst;6624;30;0,45%;7405;6654;89,86%;1436;745;0;0;831;0;0;2146;0;0;0;591;507;0;0;368;0
10240;92;Staveren;558;2;0,36%;664;560;84,34%;267;157;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0
10771;41;Stedum;1186;8;0,67%;1341;1194;89,04%;0;396;110;0;0;0;0;0;0;0;0;0;0;0;680;0;0
10731;851;Steenbergen;7098;57;0,80%;9406;7155;76,07%;2142;2016;691;2249;0;0;0;0;0;0;0;0;0;0;0;0;0
10497;280;Steenderen;2671;12;0,45%;3129;2683;85,75%;1873;521;277;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10546;181;Steenwijk;11702;38;0,32%;14466;11740;81,16%;4544;4234;1506;0;481;0;0;0;97;445;233;162;0;0;0;0;0
11319;971;Stein;7244;85;1,17%;8925;7329;82,12%;4240;1265;1004;735;0;0;0;0;0;0;0;0;0;0;0;0;0
11203;972;Stevensweert;0;0;NaN %;0;0;NaN %;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11250;615;Stolwijk;2533;13;0,51%;2928;2546;86,95%;0;687;370;0;733;0;0;0;0;0;0;0;0;0;743;0;0
11186;973;Stramproij;2294;28;1,22%;2983;2322;77,84%;0;0;0;2294;0;0;0;0;0;0;0;0;0;0;0;0;0
11105;616;Streefkerk;1385;13;0,94%;1590;1398;87,92%;0;344;0;0;0;0;0;276;0;0;0;0;0;404;361;0;0
10558;617;Strijen;4514;18;0,40%;5568;4532;81,39%;1367;1463;959;0;152;0;328;245;0;0;0;0;0;0;0;0;0
10457;974;Susteren;4648;46;0,99%;5143;4694;91,27%;0;0;0;4648;0;0;0;0;0;0;0;0;0;0;0;0;0
10474;975;Swalmen;4081;58;1,42%;5886;4139;70,32%;2940;682;385;74;0;0;0;0;0;0;0;0;0;0;0;0;0
11333;976;Tegelen;8052;80;0,99%;11842;8132;68,67%;2751;1959;1112;2230;0;0;0;0;0;0;0;0;0;0;0;0;0
10905;853;Terheijden;3904;42;1,08%;5111;3946;77,21%;2203;1196;399;0;106;0;0;0;0;0;0;0;0;0;0;0;0
11023;42;Termunten;2553;35;1,37%;3219;2588;80,40%;761;1069;0;0;326;0;0;0;397;0;0;0;0;0;0;0;0
10704;715;Terneuzen;16077;59;0,37%;23518;16136;68,61%;4932;4518;2400;0;1185;834;0;1119;46;245;111;687;0;0;0;0;0
11210;93;Terschelling;2674;21;0,79%;3336;2695;80,79%;670;1008;503;0;493;0;0;0;0;0;0;0;0;0;0;0;0
10677;854;Teteringen;2927;23;0,79%;3575;2950;82,52%;0;275;470;2182;0;0;0;0;0;0;0;0;0;0;0;0;0
10237;448;Texel;6939;25;0,36%;8486;6964;82,06%;2085;0;952;0;1520;346;2036;0;0;0;0;0;0;0;0;0;0
10376;716;Tholen;10300;60;0,58%;12458;10360;83,16%;2153;2995;1749;0;0;0;0;3109;0;0;0;0;294;0;0;0;0
11195;977;Thorn;1742;19;1,09%;1854;1761;94,98%;0;0;0;1742;0;0;0;0;0;0;0;0;0;0;0;0;0
10706;618;Tienhoven;297;1;0,34%;314;298;94,90%;0;63;54;0;0;0;0;0;0;0;0;0;0;0;180;0;0
11241;94;Tietjerksteradeel;15846;52;0,33%;19256;15898;82,56%;7513;4441;1655;0;765;869;0;0;92;0;0;511;0;0;0;0;0
10792;855;Tilburg;62800;381;0,61%;107231;63181;58,92%;25242;16118;6415;3661;4322;2402;0;0;693;1419;2289;0;0;0;0;239;0
10694;183;Tubbergen;9730;29;0,30%;10919;9759;89,38%;6989;481;435;0;1825;0;0;0;0;0;0;0;0;0;0;0;0
10371;449;Twisk;516;1;0,19%;664;517;77,86%;0;318;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10146;978;Ubach over Worms;6448;61;0,95%;7878;6509;82,62%;0;0;0;6393;0;0;0;0;55;0;0;0;0;0;0;0;0
10408;282;Ubbergen;5510;31;0,56%;7009;5541;79,06%;1970;0;605;0;1830;0;1105;0;0;0;0;0;0;0;0;0;0
11141;856;Uden;14246;60;0,42%;19912;14306;71,85%;7277;2325;2270;2374;0;0;0;0;0;0;0;0;0;0;0;0;0
11268;857;Udenhout;3998;15;0,38%;5276;4013;76,06%;2007;380;566;1045;0;0;0;0;0;0;0;0;0;0;0;0;0
11238;450;Uitgeest;4875;20;0,41%;6125;4895;79,92%;1586;932;966;0;707;0;0;0;426;0;258;0;0;0;0;0;0
11206;451;Uithoorn;11402;34;0,30%;14701;11436;77,79%;4115;1835;2363;0;1580;912;521;0;76;0;0;0;0;0;0;0;0
11137;43;Uithuizen;3241;9;0,28%;3759;3250;86,46%;1211;1230;0;0;0;0;0;0;191;0;0;168;0;441;0;0;0
10246;44;Uithuizermeeden;3188;11;0,35%;3698;3199;86,51%;1567;792;322;0;0;0;0;0;0;0;0;507;0;0;0;0;0
11220;979;Ulestraten;2238;12;0,54%;2465;2250;91,28%;0;0;0;1943;295;0;0;0;0;0;0;0;0;0;0;0;0
10180;45;Ulrum;2242;12;0,54%;2557;2254;88,15%;872;407;214;0;367;0;0;0;0;0;0;287;95;0;0;0;0
10783;184;Urk;4955;45;0,91%;5382;5000;92,90%;1856;0;0;0;1025;0;0;1202;0;0;0;197;675;0;0;0;0
10700;980;Urmond;2979;32;1,07%;3395;3011;88,69%;0;0;0;2979;0;0;0;0;0;0;0;0;0;0;0;0;0
10696;452;Ursem;1390;12;0,86%;1836;1402;76,36%;553;0;145;0;676;0;0;0;16;0;0;0;0;0;0;0;0
11035;46;Usquert;1064;4;0,38%;1172;1068;91,13%;143;593;0;0;214;0;0;0;114;0;0;0;0;0;0;0;0
10140;95;Utingeradeel;3303;8;0,24%;3811;3311;86,88%;787;1579;549;0;388;0;0;0;0;0;0;0;0;0;0;0;0
10722;344;Utrecht;116185;494;0,43%;174894;116679;66,71%;35511;37886;16281;0;2246;8701;0;1330;5075;3004;5330;615;0;0;0;206;0
10007;981;Vaals;5234;123;2,35%;6412;5357;83,55%;422;240;845;3658;0;0;0;0;69;0;0;0;0;0;0;0;0
11071;283;Valburg;5746;13;0,23%;7425;5759;77,56%;2442;954;445;0;1459;0;0;446;0;0;0;0;0;0;0;0;0
10028;619;Valkenburg;1406;3;0,21%;1841;1409;76,53%;798;0;199;0;0;0;244;0;0;0;0;165;0;0;0;0;0
11077;982;Valkenburg-Houthem;8013;83;1,04%;9120;8096;88,77%;0;0;0;8013;0;0;0;0;0;0;0;0;0;0;0;0;0
10779;720;Valkenisse;3119;7;0,22%;4056;3126;77,07%;1551;0;0;0;0;0;663;268;0;0;0;0;0;637;0;0;0
11031;858;Valkenswaard;12943;61;0,47%;18212;13004;71,40%;5751;2697;1390;3105;0;0;0;0;0;0;0;0;0;0;0;0;0
11292;47;Veendam;14698;84;0,57%;19110;14782;77,35%;3845;7480;2063;0;658;0;0;0;472;0;180;0;0;0;0;0;0
11052;345;Veenendaal;19006;72;0,38%;24818;19078;76,87%;7810;3922;2505;0;0;0;1044;2895;66;0;0;0;764;0;0;0;0
10369;717;Veere;2639;13;0,49%;3116;2652;85,11%;1410;0;351;0;489;0;0;283;0;0;0;106;0;0;0;0;0
10985;860;Veghel;10610;75;0,71%;14838;10685;72,01%;5515;1033;1508;2554;0;0;0;0;0;0;0;0;0;0;0;0;0
10071;861;Veldhoven;13006;44;0,34%;20764;13050;62,85%;7034;2141;1756;970;0;596;0;0;0;509;0;0;0;0;0;0;0
10620;453;Velsen;32719;176;0,54%;44748;32895;73,51%;10516;11338;5540;0;0;2287;1718;98;887;0;0;215;120;0;0;0;0
10433;454;Venhuizen;3434;9;0,26%;4404;3443;78,18%;1367;831;546;0;690;0;0;0;0;0;0;0;0;0;0;0;0
10477;983;Venlo;25685;184;0,72%;42694;25869;60,59%;12713;5137;4556;2024;0;0;1101;0;154;0;0;0;0;0;0;0;0
11222;984;Venray;14032;97;0,69%;21305;14129;66,32%;9722;1755;1386;0;225;449;0;0;0;201;294;0;0;0;0;0;0
11414;862;Vessem c.a.;2376;22;0,93%;2888;2398;83,03%;0;0;0;2376;0;0;0;0;0;0;0;0;0;0;0;0;0
10887;620;Vianen;6792;35;0,52%;8798;6827;77,60%;1833;1796;988;0;1355;488;0;260;72;0;0;0;0;0;0;0;0
10066;863;Vierlingsbeek;4200;35;0,83%;4874;4235;86,89%;0;0;0;4200;0;0;0;0;0;0;0;0;0;0;0;0;0
11056;621;Vierpolders;1091;9;0,82%;1305;1100;84,29%;209;460;0;0;422;0;0;0;0;0;0;0;0;0;0;0;0
11048;346;Vinkeveen  c.a.;4379;21;0,48%;5704;4400;77,14%;1787;722;886;0;772;0;0;0;0;0;0;212;0;0;0;0;0
10811;622;Vlaardingen;39632;291;0,73%;55825;39923;71,51%;10917;15914;5271;0;0;2524;0;0;416;975;1303;2312;0;0;0;0;0
11249;48;Vlagtwedde;9433;64;0,68%;11946;9497;79,50%;3667;1930;1034;0;2543;0;0;0;97;0;162;0;0;0;0;0;0
11120;132;Vledder;2001;12;0,60%;2454;2013;82,03%;347;877;323;0;454;0;0;0;0;0;0;0;0;0;0;0;0
10658;347;Vleuten-de Meern;8911;58;0,65%;10789;8969;83,13%;5093;0;1976;0;0;0;1704;0;0;0;0;138;0;0;0;0;0
10211;96;Vlieland;660;3;0,45%;738;663;89,84%;0;140;0;0;520;0;0;0;0;0;0;0;0;0;0;0;0
11293;864;Vlijmen;7288;54;0,74%;8907;7342;82,43%;1109;384;0;5795;0;0;0;0;0;0;0;0;0;0;0;0;0
10270;718;Vlissingen;20406;99;0,49%;31157;20505;65,81%;6370;0;3012;0;1018;1208;8581;0;217;0;0;0;0;0;0;0;0
11174;623;Vlist;388;7;1,80%;427;395;92,51%;91;0;0;0;121;0;0;0;0;0;0;0;0;0;176;0;0
10644;985;Vlodrop;1301;18;1,38%;1450;1319;90,97%;0;0;0;1301;0;0;0;0;0;0;0;0;0;0;0;0;0
11341;986;Voerendaal;5038;35;0,69%;5897;5073;86,03%;0;0;508;3887;274;0;369;0;0;0;0;0;0;0;0;0;0
11103;624;Voorburg;25399;69;0,27%;33756;25468;75,45%;7954;4885;7494;0;1887;2281;0;107;77;0;495;219;0;0;0;0;0
10017;625;Voorhout;3581;17;0,47%;4388;3598;82,00%;1628;294;516;0;750;0;0;0;0;393;0;0;0;0;0;0;0
10537;626;Voorschoten;11529;33;0,29%;14310;11562;80,80%;4371;0;3498;0;0;1050;2275;279;56;0;0;0;0;0;0;0;0
10912;285;Voorst;12282;59;0,48%;15591;12341;79,15%;5633;2859;2251;0;1339;0;0;200;0;0;0;0;0;0;0;0;0
10957;286;Vorden;4334;18;0,42%;5250;4352;82,90%;2026;1346;962;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10630;133;Vries;5464;29;0,53%;6519;5493;84,26%;861;2187;1217;0;881;0;0;0;0;227;0;91;0;0;0;0;0
10643;186;Vriezenveen;8981;22;0,24%;10907;9003;82,54%;4636;1503;612;0;1375;0;0;427;0;0;0;0;355;0;0;73;0
11224;865;Vught;12061;69;0,57%;16631;12130;72,94%;3394;1123;1730;4565;430;0;819;0;0;0;0;0;0;0;0;0;0
11376;287;Vuren;1562;17;1,09%;1879;1579;84,03%;917;645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10959;866;Waalre;7104;32;0,45%;9220;7136;77,40%;3362;0;1630;637;0;530;945;0;0;0;0;0;0;0;0;0;0
11359;867;Waalwijk;11798;69;0,58%;18541;11867;64,00%;4571;2045;1939;1673;1217;0;190;0;84;0;0;0;79;0;0;0;0
10081;627;Waddinxveen;10581;32;0,30%;13422;10613;79,07%;3239;2550;1886;0;0;758;0;1914;0;0;234;0;0;0;0;0;0
11010;289;Wageningen;17070;53;0,31%;21732;17123;78,79%;4799;4896;2522;0;1017;1510;1595;555;176;0;0;0;0;0;0;0;0
10042;290;Wamel;5182;25;0,48%;6367;5207;81,78%;1701;489;182;0;2810;0;0;0;0;0;0;0;0;0;0;0;0
10265;868;Wanroij;2559;14;0,55%;2842;2573;90,53%;0;0;0;2559;0;0;0;0;0;0;0;0;0;0;0;0;0
10498;49;Warffum;1506;6;0,40%;1726;1512;87,60%;508;788;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10221;456;Warmenhuizen;1941;8;0,41%;2490;1949;78,27%;881;377;313;0;370;0;0;0;0;0;0;0;0;0;0;0;0
10204;628;Warmond;2598;12;0,46%;3431;2610;76,07%;1238;0;587;0;0;0;773;0;0;0;0;0;0;0;0;0;0
10838;291;Warnsveld;4352;24;0,55%;5456;4376;80,21%;1649;1310;921;0;472;0;0;0;0;0;0;0;0;0;0;0;0
10402;869;Waspik;2490;13;0,52%;2941;2503;85,11%;378;0;0;1944;0;0;0;0;21;0;0;0;147;0;0;0;0
10164;629;Wassenaar;15440;54;0,35%;18932;15494;81,84%;5032;1761;5813;0;1929;905;0;0;0;0;0;0;0;0;0;0;0
11329;630;Wateringen;6454;34;0,53%;8746;6488;74,18%;4235;1093;1126;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10893;188;Weerselo;4824;56;1,16%;5578;4880;87,49%;4240;0;0;0;584;0;0;0;0;0;0;0;0;0;0;0;0
11081;988;Weert;17776;145;0,82%;25469;17921;70,36%;7178;1826;1799;6570;0;347;0;0;0;0;0;0;0;0;0;0;56
10773;457;Weesp;8281;36;0,43%;11591;8317;71,75%;2826;2176;1547;0;335;917;0;0;164;316;0;0;0;0;0;0;0
11116;292;Wehl;2939;16;0,54%;3964;2955;74,55%;0;0;0;0;2939;0;0;0;0;0;0;0;0;0;0;0;0
10078;870;Werkendam;8485;44;0,52%;10857;8529;78,56%;3935;2190;859;0;0;0;0;1435;0;0;0;66;0;0;0;0;0
11270;459;Wervershoof;2836;14;0,49%;4008;2850;71,11%;1584;0;269;0;495;0;439;0;49;0;0;0;0;0;0;0;0
10127;989;Wessem;1304;16;1,23%;1564;1320;84,40%;0;0;0;1304;0;0;0;0;0;0;0;0;0;0;0;0;0
10129;97;Westdongeradeel;3548;26;0,73%;4164;3574;85,83%;2198;754;304;0;219;0;0;0;73;0;0;0;0;0;0;0;0
11095;134;Westerbork;4149;15;0,36%;4883;4164;85,28%;1137;1806;1171;0;0;0;0;0;0;0;0;0;0;0;0;35;0
11041;871;Westerhoven;903;11;1,22%;1030;914;88,74%;0;0;0;903;0;0;0;0;0;0;0;0;0;0;0;0;0
10701;725;Westerschouwen;2932;18;0,61%;3645;2950;80,93%;740;930;942;0;0;0;0;320;0;0;0;0;0;0;0;0;0
11085;293;Westervoort;3723;8;0,21%;4800;3731;77,73%;1751;1135;490;0;0;0;347;0;0;0;0;0;0;0;0;0;0
10931;726;Westkapelle;1636;4;0,24%;1845;1640;88,89%;501;550;0;0;276;0;0;309;0;0;0;0;0;0;0;0;0
10695;631;Westmaas;1143;3;0,26%;1395;1146;82,15%;471;347;0;0;0;0;0;0;0;0;0;0;0;325;0;0;0
11322;98;Weststellingerwerf;12956;64;0,49%;16629;13020;78,30%;3896;5012;2097;0;247;968;0;0;485;251;0;0;0;0;0;0;0
11101;460;Westwoud;905;8;0,88%;1296;913;70,45%;534;125;0;0;246;0;0;0;0;0;0;0;0;0;0;0;0
10676;189;Wierden;11834;31;0,26%;13427;11865;88,37%;7576;1617;0;0;26;0;0;590;0;0;0;0;739;1286;0;0;0
11277;462;Wieringen;4309;26;0,60%;5638;4335;76,89%;848;1750;1181;0;161;0;0;0;369;0;0;0;0;0;0;0;0
10239;463;Wieringermeer;6272;22;0,35%;7967;6294;79,00%;2917;1700;1138;0;0;0;371;0;84;0;0;62;0;0;0;0;0
10723;296;Wijchen;11457;54;0,47%;14583;11511;78,93%;3295;0;714;0;5545;280;1623;0;0;0;0;0;0;0;0;0;0
10434;470;Wijdewormer;704;2;0,28%;819;706;86,20%;333;0;0;0;169;0;202;0;0;0;0;0;0;0;0;0;0
10888;190;Wijhe;4292;9;0,21%;4814;4301;89,34%;2085;1411;530;0;266;0;0;0;0;0;0;0;0;0;0;0;0
10753;135;Wijk (de);2696;10;0,37%;3290;2706;82,25%;631;986;649;0;430;0;0;0;0;0;0;0;0;0;0;0;0
10760;352;Wijk bij Duurstede;4526;6;0,13%;5890;4532;76,94%;2018;998;649;0;571;0;263;0;27;0;0;0;0;0;0;0;0
10131;991;Wijlre;2278;33;1,45%;2499;2311;92,48%;0;0;0;2278;0;0;0;0;0;0;0;0;0;0;0;0;0
10992;992;Wijnandsrade;1031;7;0,68%;1073;1038;96,74%;0;0;0;1031;0;0;0;0;0;0;0;0;0;0;0;0;0
10263;634;Wijngaarden;372;2;0,54%;401;374;93,27%;88;0;0;0;165;0;0;119;0;0;0;0;0;0;0;0;0
10827;872;Willemstad;1840;9;0,49%;2102;1849;87,96%;860;698;282;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10758;349;Willeskop;567;3;0,53%;628;570;90,76%;244;0;0;0;323;0;0;0;0;0;0;0;0;0;0;0;0
10365;350;Wilnis;2680;16;0,60%;3413;2696;78,99%;1685;0;586;0;0;0;409;0;0;0;0;0;0;0;0;0;0
10453;52;Winschoten;11321;83;0,73%;15085;11404;75,60%;2689;5698;1722;0;0;0;0;0;1212;0;0;0;0;0;0;0;0
11135;53;Winsum;3137;3;0,10%;3490;3140;89,97%;1301;1029;366;0;0;223;0;0;0;106;0;112;0;0;0;0;0
11119;294;Winterswijk;15416;60;0,39%;19106;15476;81,00%;4742;6009;3385;0;0;865;415;0;0;0;0;0;0;0;0;0;0
10318;295;Wisch;9502;41;0,43%;13135;9543;72,65%;4020;1826;957;0;2699;0;0;0;0;0;0;0;0;0;0;0;0
10243;727;Wissenkerke;1908;2;0,10%;2260;1910;84,51%;998;470;0;0;270;0;0;170;0;0;0;0;0;0;0;0;0
11371;990;Wittem;4478;48;1,07%;4806;4526;94,17%;0;0;0;4478;0;0;0;0;0;0;0;0;0;0;0;0;0
10602;873;Woensdrecht;4647;25;0,54%;6358;4672;73,48%;1244;767;857;1728;0;0;0;0;0;0;0;0;0;0;0;51;0
10974;632;Woerden;11463;42;0,37%;15091;11505;76,24%;5495;1967;1579;0;880;0;939;603;0;0;0;0;0;0;0;0;0
10818;466;Wognum;2057;4;0,19%;2579;2061;79,91%;1334;0;284;0;0;0;439;0;0;0;0;0;0;0;0;0;0
10454;99;Wonseradeel;6560;27;0,41%;7713;6587;85,40%;3480;1869;555;0;579;0;0;0;0;0;0;77;0;0;0;0;0
10768;100;Workum;2399;9;0,38%;2853;2408;84,40%;1422;389;0;0;588;0;0;0;0;0;0;0;0;0;0;0;0
10648;467;Wormer;5844;21;0,36%;7503;5865;78,17%;1658;1885;666;0;554;0;514;0;567;0;0;0;0;0;0;0;0
10461;633;Woubrugge;2303;8;0,35%;2861;2311;80,78%;1209;257;390;0;447;0;0;0;0;0;0;0;0;0;0;0;0
11398;351;Woudenberg;4774;20;0,42%;5886;4794;81,45%;1708;879;866;0;668;0;0;653;0;0;0;0;0;0;0;0;0
10282;874;Woudrichem;6683;21;0,31%;8117;6704;82,59%;3680;1444;682;0;188;0;0;525;0;0;0;164;0;0;0;0;0
10808;875;Wouw;4163;40;0,96%;5359;4203;78,43%;698;380;288;2797;0;0;0;0;0;0;0;0;0;0;0;0;0
11427;101;Wymbritseradeel;6319;11;0,17%;7515;6330;84,23%;3862;720;386;0;1351;0;0;0;0;0;0;0;0;0;0;0;0
11044;479;Zaanstad;61259;172;0,28%;86175;61431;71,29%;13421;22286;7872;0;2626;3767;3154;517;7332;0;0;284;0;0;0;0;0
10557;297;Zaltbommel;4287;22;0,51%;5648;4309;76,29%;1441;1998;582;0;0;266;0;0;0;0;0;0;0;0;0;0;0
10956;54;Zandt 't;1427;6;0,42%;1673;1433;85,65%;484;545;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0
10910;473;Zandvoort;9041;65;0,72%;12521;9106;72,73%;1787;2016;3129;0;1298;459;259;0;93;0;0;0;0;0;0;0;0
10759;877;Zeeland;2727;13;0,48%;3542;2740;77,36%;2727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11121;478;Zeevang;2877;3;0,10%;3601;2880;79,98%;0;1011;809;0;723;0;334;0;0;0;0;0;0;0;0;0;0
10949;354;Zegveld;1083;16;1,48%;1219;1099;90,16%;247;0;0;0;239;0;0;0;0;0;0;0;0;0;597;0;0
10324;355;Zeist;32169;200;0,62%;44114;32369;73,38%;10633;7090;8177;0;427;2434;1203;0;190;0;0;0;0;0;2015;0;0
11159;298;Zelhem;5725;21;0,37%;7598;5746;75,63%;2677;1734;669;0;0;0;414;99;0;0;0;0;0;0;0;132;0
10938;299;Zevenaar;12966;37;0,29%;17480;13003;74,39%;5046;0;1570;0;2993;566;2609;0;100;0;0;82;0;0;0;0;0
10046;878;Zevenbergen;6943;55;0,79%;9904;6998;70,66%;2942;1556;923;1522;0;0;0;0;0;0;0;0;0;0;0;0;0
11317;635;Zevenhoven;1190;3;0,25%;1375;1193;86,76%;810;100;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0
11377;636;Zevenhuizen;3099;5;0,16%;3728;3104;83,26%;979;1205;624;0;0;0;0;291;0;0;0;0;0;0;0;0;0
10843;732;Zierikzee;5105;11;0,22%;6423;5116;79,65%;1922;2028;848;0;0;0;0;0;0;0;0;0;307;0;0;0;0
10004;476;Zijpe;4278;20;0,47%;5849;4298;73,48%;1163;1321;688;0;1054;0;0;0;52;0;0;0;0;0;0;0;0
10766;637;Zoetermeer;24270;78;0,32%;35895;24348;67,83%;7390;6864;5395;0;0;2596;0;1245;189;303;288;0;0;0;0;0;0
11074;638;Zoeterwoude;3525;10;0,28%;4620;3535;76,52%;2103;0;544;0;0;0;878;0;0;0;0;0;0;0;0;0;0
10917;639;Zuid-Beijerland;1869;12;0,64%;2260;1881;83,23%;634;578;368;0;0;0;0;289;0;0;0;0;0;0;0;0;0
10021;56;Zuidhorn;4007;14;0,35%;4509;4021;89,18%;1171;1133;476;0;449;0;0;0;0;0;0;778;0;0;0;0;0
10316;640;Zuidland;2126;24;1,13%;2683;2150;80,13%;1239;487;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10002;136;Zuidlaren;5371;20;0,37%;6558;5391;82,20%;1295;1904;1453;0;432;0;0;0;0;0;0;287;0;0;0;0;0
10262;137;Zuidwolde;4783;16;0,33%;5898;4799;81,37%;1753;1038;858;0;651;373;0;0;0;0;0;110;0;0;0;0;0
11192;879;Zundert;6770;71;1,05%;8589;6841;79,65%;0;0;0;6510;0;0;260;0;0;0;0;0;0;0;0;0;0
10254;301;Zutphen;16189;50;0,31%;21654;16239;74,99%;4370;7051;2284;0;0;1008;0;0;622;678;0;176;0;0;0;0;0
10218;475;Zwaag;1984;12;0,60%;2837;1996;70,36%;838;298;0;0;797;0;0;0;51;0;0;0;0;0;0;0;0
10703;641;Zwartewaal;1005;10;1,00%;1206;1015;84,16%;206;282;290;0;227;0;0;0;0;0;0;0;0;0;0;0;0
10303;192;Zwartsluis;2490;18;0,72%;2946;2508;85,13%;1325;695;193;0;0;0;0;238;0;0;0;39;0;0;0;0;0
10872;138;Zweeloo;1710;10;0,58%;1904;1720;90,34%;428;635;647;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10468;642;Zwijndrecht;19780;66;0,33%;26851;19846;73,91%;6888;6055;3378;0;0;1194;0;952;0;684;0;514;115;0;0;0;0
10093;193;Zwolle;44107;126;0,29%;56746;44233;77,95%;15777;14520;6645;0;0;2477;1527;637;386;0;0;1472;666;0;0;0;0
