Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;CDA;PvdA;VVD;RK;Overige;D66;PAK;SGP;CPN;PPR;PSP;GPV;PC;GG;PCG;BP;DS70
10196;939;Melick c.a.;3905;39;1,00%;4375;3944;90,15%;0;0;326;3579;0;0;0;0;0;0;0;0;0;0;0;0;0
11144;83;Menaldumadeel;7096;31;0,44%;8514;7127;83,71%;2839;2935;869;0;453;0;0;0;0;0;0;0;0;0;0;0;0
11204;119;Meppel;11863;47;0,40%;15255;11910;78,07%;3405;4719;2041;0;1404;0;0;0;0;0;0;294;0;0;0;0;0
10763;940;Merkelbeek;1209;13;1,08%;1278;1222;95,62%;857;0;0;352;0;0;0;0;0;0;0;0;0;0;0;0;0
10538;942;Mheer;1126;12;1,07%;1240;1138;91,77%;0;0;0;1126;0;0;0;0;0;0;0;0;0;0;0;0;0
10122;687;Middelburg;17991;57;0,32%;25388;18048;71,09%;6037;5186;2606;0;0;1028;0;1872;87;931;0;244;0;0;0;0;0
11067;559;Middelharnis;8552;62;0,72%;10443;8614;82,49%;0;2316;1077;0;1318;0;0;2247;0;0;0;0;0;0;1594;0;0
11199;27;Middelstum;1742;9;0,52%;1981;1751;88,39%;895;517;0;0;201;0;0;0;0;0;0;129;0;0;0;0;0
10837;688;Middenschouwen;1359;10;0,74%;1651;1369;82,92%;530;384;275;0;0;0;0;170;0;0;0;0;0;0;0;0;0
10356;28;Midwolda;2424;17;0,70%;2933;2441;83,23%;1247;809;0;0;194;0;0;0;174;0;0;0;0;0;0;0;0
10924;422;Midwoud;1174;2;0,17%;1382;1176;85,09%;118;563;413;0;0;80;0;0;0;0;0;0;0;0;0;0;0
10215;814;Mierlo;4476;30;0,67%;5784;4506;77,90%;1799;0;588;1539;0;0;550;0;0;0;0;0;0;0;0;0;0
11379;336;Mijdrecht;5882;18;0,31%;7811;5900;75,53%;3133;740;1093;0;0;293;0;236;0;387;0;0;0;0;0;0;0
11112;564;Mijnsherenland;2142;5;0,23%;2610;2147;82,26%;458;474;743;0;467;0;0;0;0;0;0;0;0;0;0;0;0
10535;815;Mill en st.Hubert;5790;29;0,50%;6696;5819;86,90%;0;0;0;5790;0;0;0;0;0;0;0;0;0;0;0;0;0
10072;265;Millingen a/d Rijn;2750;24;0,87%;3455;2774;80,29%;1023;843;0;0;884;0;0;0;0;0;0;0;0;0;0;0;0
11191;816;Moergestel;3035;13;0,43%;3448;3048;88,40%;1012;0;449;1574;0;0;0;0;0;0;0;0;0;0;0;0;0
11383;560;Moerkapelle;1458;5;0,34%;1737;1463;84,23%;404;330;0;0;249;0;0;475;0;0;0;0;0;0;0;0;0
10166;561;Molenaarsgraaf;504;10;1,98%;606;514;84,82%;197;117;69;0;0;0;0;121;0;0;0;0;0;0;0;0;0
10983;423;Monnikendam;4732;14;0,30%;5827;4746;81,45%;1809;1590;752;0;0;455;0;0;126;0;0;0;0;0;0;0;0
10019;562;Monster;9555;45;0,47%;12407;9600;77,38%;4232;1032;1182;0;2314;0;0;667;0;0;0;128;0;0;0;0;0
10033;335;Montfoort;2052;8;0,39%;2560;2060;80,47%;1054;0;362;0;0;0;432;0;0;0;0;0;204;0;0;0;0
10266;943;Montfort;1792;30;1,67%;2058;1822;88,53%;0;0;0;1792;0;0;0;0;0;0;0;0;0;0;0;0;0
10271;944;Mook;3105;12;0,39%;3857;3117;80,81%;1215;463;501;926;0;0;0;0;0;0;0;0;0;0;0;0;0
10120;563;Moordrecht;2965;25;0,84%;3954;2990;75,62%;891;0;619;0;0;0;1136;288;31;0;0;0;0;0;0;0;0
10958;424;Muiden;3813;13;0,34%;4639;3826;82,47%;1472;802;819;0;180;540;0;0;0;0;0;0;0;0;0;0;0
10273;945;Munstergeleen;3055;23;0,75%;3293;3078;93,47%;0;0;145;2910;0;0;0;0;0;0;0;0;0;0;0;0;0
10550;29;Muntendam;2511;22;0,88%;3211;2533;78,89%;0;1547;0;0;542;0;0;0;422;0;0;0;0;0;0;0;0
11418;565;Naaldwijk;12536;79;0,63%;16369;12615;77,07%;7386;1796;1997;0;526;431;0;0;0;0;0;0;0;400;0;0;0
10187;425;Naarden;9305;52;0,56%;12177;9357;76,84%;2576;0;3401;0;435;750;2143;0;0;0;0;0;0;0;0;0;0
10715;426;Nederhorst den Berg;2635;10;0,38%;3269;2645;80,91%;912;812;578;0;333;0;0;0;0;0;0;0;0;0;0;0;0
10681;946;Nederweert;7603;47;0,62%;9196;7650;83,19%;0;428;0;6991;184;0;0;0;0;0;0;0;0;0;0;0;0
10367;266;Neede;6340;30;0,47%;7557;6370;84,29%;2362;2405;704;0;869;0;0;0;0;0;0;0;0;0;0;0;0
10682;947;Neer;1860;24;1,29%;2350;1884;80,17%;0;0;0;1860;0;0;0;0;0;0;0;0;0;0;0;0;0
10091;427;Nibbixwoud;1466;13;0,89%;1788;1479;82,72%;721;171;254;0;320;0;0;0;0;0;0;0;0;0;0;0;0
10923;412;Niedorp;4032;15;0,37%;5008;4047;80,81%;1418;1298;642;0;607;0;0;0;67;0;0;0;0;0;0;0;0
10092;566;Nieuw-Beijerland;1600;3;0,19%;1914;1603;83,75%;374;504;355;0;0;0;0;367;0;0;0;0;0;0;0;0;0
10950;30;Nieuwe Pekela;2956;15;0,51%;3733;2971;79,59%;789;1114;303;0;453;0;0;0;297;0;0;0;0;0;0;0;0
10374;356;Nieuwegein;14297;42;0,29%;19702;14339;72,78%;5576;3486;2314;0;0;1314;0;1052;120;435;0;0;0;0;0;0;0
10088;948;Nieuwenhagen;5621;64;1,14%;6759;5685;84,11%;0;571;282;4714;0;0;0;0;54;0;0;0;0;0;0;0;0
10855;567;Nieuwerkerk a/d IJssel;5525;28;0,51%;7187;5553;77,26%;1874;1818;1193;0;0;0;0;640;0;0;0;0;0;0;0;0;0
10008;31;Nieuweschans;1161;12;1,03%;1343;1173;87,34%;0;565;0;0;199;0;0;0;397;0;0;0;0;0;0;0;0
10406;817;Nieuw-Ginneken;5589;48;0,86%;6835;5637;82,47%;3856;0;871;862;0;0;0;0;0;0;0;0;0;0;0;0;0
10728;569;Nieuwkoop;4598;13;0,28%;5774;4611;79,86%;1888;709;1019;0;473;286;0;223;0;0;0;0;0;0;0;0;0
11213;570;Nieuwland;447;1;0,22%;487;448;91,99%;214;75;0;0;69;0;0;89;0;0;0;0;0;0;0;0;0
10547;571;Nieuw-Lekkerland;4048;8;0,20%;4784;4056;84,78%;899;1455;286;0;235;0;0;1173;0;0;0;0;0;0;0;0;0
10384;170;Nieuwleusen;4023;11;0,27%;4855;4034;83,09%;1969;770;360;0;601;0;0;0;0;0;0;323;0;0;0;0;0
10126;32;Nieuwolda;1007;10;0,99%;1180;1017;86,19%;285;530;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0
10748;572;Nieuwpoort;693;4;0,58%;763;697;91,35%;0;115;0;0;298;0;0;0;0;0;0;0;0;0;280;0;0
11140;949;Nieuwstad;1973;12;0,61%;2163;1985;91,77%;0;0;0;1973;0;0;0;0;0;0;0;0;0;0;0;0;0
10487;573;Nieuwveen;1386;5;0,36%;1914;1391;72,68%;998;0;0;0;388;0;0;0;0;0;0;0;0;0;0;0;0
10401;818;Nieuw-Vossemeer;1320;2;0,15%;1526;1322;86,63%;0;256;0;1064;0;0;0;0;0;0;0;0;0;0;0;0;0
10160;337;Nigtevecht;694;3;0,43%;825;697;84,48%;284;167;76;0;167;0;0;0;0;0;0;0;0;0;0;0;0
10774;121;Nijeveen;1568;14;0,89%;1753;1582;90,25%;840;0;0;0;728;0;0;0;0;0;0;0;0;0;0;0;0
10446;267;Nijkerk;11641;35;0,30%;14818;11676;78,80%;5587;2314;1846;0;0;0;0;1514;0;380;0;0;0;0;0;0;0
11209;268;Nijmegen;68517;323;0,47%;107699;68840;63,92%;26891;19698;6439;0;4666;4146;0;0;647;2805;3225;0;0;0;0;0;0
10094;819;Nistelrode;3331;21;0,63%;4084;3352;82,08%;0;0;0;3331;0;0;0;0;0;0;0;0;0;0;0;0;0
10283;950;Noorbeek;723;9;1,24%;741;732;98,79%;0;0;0;723;0;0;0;0;0;0;0;0;0;0;0;0;0
10296;574;Noordeloos;884;0;0,00%;941;884;93,94%;0;138;131;0;108;0;0;159;0;0;0;0;0;0;348;0;0
10144;171;Noordoostpolder;19559;51;0,26%;23692;19610;82,77%;8774;4362;2614;0;1378;1061;0;730;185;0;0;455;0;0;0;0;0
10769;575;Noordwijk;10952;72;0,66%;15970;11024;69,03%;4756;2195;0;0;0;458;0;0;0;1014;0;0;0;2529;0;0;0
11134;576;Noordwijkerhout;6904;43;0,62%;9131;6947;76,08%;3087;736;1433;0;1152;389;0;0;107;0;0;0;0;0;0;0;0
10601;577;Nootdorp;3224;2;0,06%;4068;3226;79,30%;1706;0;702;0;0;0;816;0;0;0;0;0;0;0;0;0;0
10608;120;Norg;3522;10;0,28%;4231;3532;83,48%;733;1458;0;0;0;0;0;0;0;0;0;0;0;1331;0;0;0
10761;820;Nuenen c.a.;8417;17;0,20%;10604;8434;79,54%;2334;0;1006;3721;0;0;1356;0;0;0;0;0;0;0;0;0;0
10118;821;Nuland;2057;17;0,83%;2455;2074;84,48%;1759;0;0;298;0;0;0;0;0;0;0;0;0;0;0;0;0
11346;578;Numansdorp;4245;22;0,52%;5237;4267;81,48%;1032;2067;793;0;0;0;0;353;0;0;0;0;0;0;0;0;0
10512;302;Nunspeet;12110;26;0,21%;14383;12136;84,38%;3153;1459;1445;0;3288;0;324;2441;0;0;0;0;0;0;0;0;0
10104;951;Nuth;4846;19;0,39%;5347;4865;90,99%;0;298;113;4301;0;0;0;0;0;134;0;0;0;0;0;0;0
10388;952;Obbicht en Papenhoven;1590;15;0,94%;1695;1605;94,69%;0;0;0;1590;0;0;0;0;0;0;0;0;0;0;0;0;0
11338;429;Obdam;2187;11;0,50%;2603;2198;84,44%;781;0;173;543;348;0;342;0;0;0;0;0;0;0;0;0;0
11320;122;Odoorn;7114;38;0,53%;8744;7152;81,79%;1726;3327;1108;0;821;0;0;0;132;0;0;0;0;0;0;0;0
10360;822;Oeffelt;1259;4;0,32%;1263;1263;100,00%;0;0;0;1259;0;0;0;0;0;0;0;0;0;0;0;0;0
10287;579;Oegstgeest;8476;50;0,59%;10946;8526;77,89%;3185;1327;2736;0;0;823;0;0;0;405;0;0;0;0;0;0;0
10420;953;Ohé en Laak;553;1;0,18%;557;554;99,46%;0;0;0;553;0;0;0;0;0;0;0;0;0;0;0;0;0
10504;954;Oirsbeek;2949;22;0,75%;3200;2971;92,84%;0;0;0;2949;0;0;0;0;0;0;0;0;0;0;0;0;0
10225;823;Oirschot;5482;38;0,69%;6691;5520;82,50%;3610;756;626;0;490;0;0;0;0;0;0;0;0;0;0;0;0
10103;824;Oisterwijk;8329;41;0,49%;10727;8370;78,03%;3883;2001;1694;0;639;0;0;0;112;0;0;0;0;0;0;0;0
11106;269;Oldebroek;9917;33;0,33%;12422;9950;80,10%;3262;2662;709;0;150;0;0;1985;0;0;0;108;1041;0;0;0;0
10298;35;Oldehove;1386;5;0,36%;1588;1391;87,59%;551;370;275;0;0;0;0;0;0;0;0;190;0;0;0;0;0
11332;36;Oldekerk;1280;4;0,31%;1445;1284;88,86%;599;227;0;0;403;0;0;0;0;0;0;51;0;0;0;0;0
11100;173;Oldenzaal;13999;60;0,43%;17859;14059;78,72%;7222;2639;1298;0;1982;858;0;0;0;0;0;0;0;0;0;0;0
10409;174;Olst;5238;21;0,40%;6059;5259;86,80%;1873;1881;1000;0;484;0;0;0;0;0;0;0;0;0;0;0;0
11069;175;Ommen;9573;31;0,32%;11077;9604;86,70%;5599;1543;0;0;0;0;0;0;0;0;0;889;0;1542;0;0;0
10220;825;Oost- West- en Middelbeers;2281;20;0,88%;2764;2301;83,25%;0;0;0;2281;0;0;0;0;0;0;0;0;0;0;0;0;0
10782;692;Oostburg;10236;80;0,78%;13199;10316;78,16%;2868;3215;2310;0;1412;0;0;160;0;271;0;0;0;0;0;0;0
11102;84;Oostdongeradeel;3759;13;0,35%;4198;3772;89,85%;2979;502;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11282;33;Oosterbroek;2735;23;0,84%;3589;2758;76,85%;492;1369;364;0;276;0;0;0;0;0;175;59;0;0;0;0;0
10490;123;Oosterhesselen;2634;8;0,30%;3203;2642;82,49%;818;1121;594;0;0;0;0;0;0;0;0;101;0;0;0;0;0
11280;826;Oosterhout;19480;104;0,53%;27469;19584;71,29%;7199;3651;2244;0;5223;680;0;0;37;446;0;0;0;0;0;0;0
10714;580;Oostflakkee;5086;10;0,20%;6399;5096;79,64%;845;1897;603;0;248;0;0;724;0;0;0;0;0;0;769;0;0
10836;85;Ooststellingwerf;12491;67;0,54%;15771;12558;79,63%;3755;5394;1682;0;0;480;0;0;360;0;579;241;0;0;0;0;0
10009;581;Oostvoorne;4007;61;1,52%;4954;4068;82,12%;791;1249;1487;0;480;0;0;0;0;0;0;0;0;0;0;0;0
11303;431;Oostzaan;3760;10;0,27%;4587;3770;82,19%;539;1423;720;0;475;0;235;0;368;0;0;0;0;0;0;0;0
11079;176;Ootmarsum;2274;5;0,22%;2606;2279;87,45%;1540;0;0;0;734;0;0;0;0;0;0;0;0;0;0;0;0
11415;827;Oploo c.a.;3871;26;0,67%;4442;3897;87,73%;0;0;0;3871;0;0;0;0;0;0;0;0;0;0;0;0;0
10609;432;Opmeer;2379;20;0,84%;3206;2399;74,83%;1406;608;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10523;433;Opperdoes;970;3;0,31%;1197;973;81,29%;520;186;0;0;111;0;0;153;0;0;0;0;0;0;0;0;0
10005;86;Opsterland;13791;70;0,51%;17048;13861;81,31%;3468;5677;1498;0;1857;0;0;0;605;0;0;686;0;0;0;0;0
10834;828;Oss;20582;130;0,63%;29993;20712;69,06%;9148;4789;2426;0;3079;1100;0;0;40;0;0;0;0;0;0;0;0
10929;829;Ossendrecht;2876;17;0,59%;3461;2893;83,59%;1224;300;192;1160;0;0;0;0;0;0;0;0;0;0;0;0;0
10097;582;Ottoland;499;2;0,40%;535;501;93,64%;138;0;0;0;252;0;0;109;0;0;0;0;0;0;0;0;0
11363;831;Oud- en Nieuw-Gastel;3698;32;0,87%;5531;3730;67,44%;1360;290;250;1798;0;0;0;0;0;0;0;0;0;0;0;0;0
10826;583;Oud-Alblas;1038;1;0,10%;1222;1039;85,02%;0;0;150;0;235;0;0;284;0;0;0;0;369;0;0;0;0
11301;584;Oud-Beijerland;7616;28;0,37%;10011;7644;76,36%;2345;2483;1608;0;0;0;0;1180;0;0;0;0;0;0;0;0;0
10848;38;Oude Pekela;4631;39;0,84%;5904;4670;79,10%;767;2002;323;0;503;0;0;0;1036;0;0;0;0;0;0;0;0
10397;830;Oudenbosch;5400;47;0,87%;7734;5447;70,43%;1465;870;466;2337;0;181;0;0;0;0;81;0;0;0;0;0;0
11090;435;Oudendijk;283;1;0,35%;333;284;85,29%;0;120;0;0;163;0;0;0;0;0;0;0;0;0;0;0;0
10380;586;Oudenhoorn;813;8;0,98%;927;821;88,57%;0;292;214;0;138;0;0;0;0;0;0;0;0;0;169;0;0
10998;437;Ouder-Amstel;6062;27;0,45%;8023;6089;75,89%;2408;1806;1706;0;0;0;0;0;142;0;0;0;0;0;0;0;0
10095;587;Ouderkerk a/d IJssel;3056;16;0,52%;3745;3072;82,03%;722;428;750;0;400;0;0;756;0;0;0;0;0;0;0;0;0
10188;589;Oudewater;3772;18;0,48%;4765;3790;79,54%;1869;0;448;0;887;0;568;0;0;0;0;0;0;0;0;0;0
10952;271;Overasselt;1927;7;0,36%;2225;1934;86,92%;0;0;0;0;1927;0;0;0;0;0;0;0;0;0;0;0;0
10518;272;Pannerden;1169;16;1,37%;1430;1185;82,87%;0;0;0;0;1169;0;0;0;0;0;0;0;0;0;0;0;0
10427;590;Papendrecht;11819;36;0,30%;16441;11855;72,11%;3419;4073;1865;0;334;1201;0;927;0;0;0;0;0;0;0;0;0
10501;124;Peize;2693;12;0,45%;3317;2705;81,55%;0;919;569;0;1205;0;0;0;0;0;0;0;0;0;0;0;0
10179;591;Piershil;801;8;1,00%;937;809;86,34%;0;304;215;0;0;0;0;0;0;0;0;0;0;0;282;0;0
10031;594;Pijnacker;8216;20;0,24%;10214;8236;80,63%;3954;1062;1503;0;564;691;0;442;0;0;0;0;0;0;0;0;0
10993;338;Polsbroek;619;8;1,29%;745;627;84,16%;113;0;0;0;147;0;0;106;0;0;0;0;0;0;253;0;0
11395;592;Poortugaal;9283;131;1,41%;14096;9414;66,78%;1802;4501;803;0;1189;501;0;269;0;218;0;0;0;0;0;0;0
10456;956;Posterholt;2543;24;0,94%;2745;2567;93,52%;0;0;0;2543;0;0;0;0;0;0;0;0;0;0;0;0;0
11354;832;Prinsenbeek;4893;28;0,57%;6321;4921;77,85%;2505;743;945;700;0;0;0;0;0;0;0;0;0;0;0;0;0
11066;439;Purmerend;15970;33;0,21%;21658;16003;73,89%;3177;4758;3235;0;519;1200;0;0;1343;1227;511;0;0;0;0;0;0
10099;833;Putte;1684;22;1,31%;2138;1706;79,79%;628;223;283;487;0;0;63;0;0;0;0;0;0;0;0;0;0
11109;273;Putten;10071;26;0,26%;12379;10097;81,57%;4041;0;1110;0;1543;0;1513;1601;0;0;0;0;263;0;0;0;0
10222;593;Puttershoek;3134;20;0,64%;3782;3154;83,40%;850;1438;503;0;0;0;0;343;0;0;0;0;0;0;0;0;0
10279;177;Raalte;12571;29;0,23%;15433;12600;81,64%;8666;1378;862;0;1076;409;0;0;0;180;0;0;0;0;0;0;0
11391;834;Raamsdonk;5293;38;0,72%;7355;5331;72,48%;2408;917;581;991;0;0;0;58;0;338;0;0;0;0;0;0;0
10330;87;Rauwerderhem;1512;6;0,40%;1814;1518;83,68%;479;450;241;0;342;0;0;0;0;0;0;0;0;0;0;0;0
10805;835;Ravenstein;4154;42;1,01%;5002;4196;83,89%;0;384;0;3107;663;0;0;0;0;0;0;0;0;0;0;0;0
10485;595;Reeuwijk;4525;12;0,27%;5721;4537;79,30%;1526;810;1175;0;264;346;0;339;65;0;0;0;0;0;0;0;0
10077;703;Reimerswaal;9819;37;0,38%;12922;9856;76,27%;3320;2573;1085;0;0;0;0;2841;0;0;0;0;0;0;0;0;0
11325;274;Renkum;18974;75;0,40%;25147;19049;75,75%;7801;0;4562;0;0;0;5950;448;213;0;0;0;0;0;0;0;0
10269;339;Renswoude;1609;0;0,00%;1981;1609;81,22%;781;0;167;0;230;0;214;217;0;0;0;0;0;0;0;0;0
10162;836;Reusel;3005;26;0,87%;4600;3031;65,89%;849;0;0;2156;0;0;0;0;0;0;0;0;0;0;0;0;0
11355;275;Rheden;27111;150;0,55%;34926;27261;78,05%;9746;0;5425;0;0;0;11773;0;167;0;0;0;0;0;0;0;0
10309;340;Rhenen;9177;36;0,39%;11504;9213;80,09%;2598;2865;1467;0;0;558;0;1689;0;0;0;0;0;0;0;0;0
10903;596;Rhoon;3859;29;0,75%;4782;3888;81,30%;1713;964;1182;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10646;597;Ridderkerk;22879;119;0,52%;30591;22998;75,18%;6254;8804;2839;0;184;1597;0;2803;132;0;0;266;0;0;0;0;0
10455;837;Riethoven;1166;6;0,51%;1373;1172;85,36%;0;0;179;987;0;0;0;0;0;0;0;0;0;0;0;0;0
11129;601;Rijnsaterwoude;647;3;0,46%;770;650;84,42%;275;0;0;0;372;0;0;0;0;0;0;0;0;0;0;0;0
11118;602;Rijnsburg;5779;20;0,35%;7043;5799;82,34%;3627;843;670;0;0;0;0;0;0;0;0;298;341;0;0;0;0
10866;841;Rijsbergen;2632;20;0,76%;3518;2652;75,38%;0;0;0;2632;0;0;0;0;0;0;0;0;0;0;0;0;0
10358;178;Rijssen;11447;39;0,34%;13155;11486;87,31%;2906;1809;0;0;896;0;0;4802;0;0;0;0;1034;0;0;0;0
11133;603;Rijswijk;28995;141;0,49%;39394;29136;73,96%;9038;6612;8622;0;19;2501;0;576;127;719;490;0;0;0;0;0;291
10464;598;Rockanje;2949;38;1,29%;3923;2987;76,14%;793;925;897;0;164;170;0;0;0;0;0;0;0;0;0;0;0
10699;125;Roden;9059;36;0,40%;11069;9095;82,17%;2123;3270;1357;0;1293;709;0;0;71;0;0;148;0;0;0;88;0
11313;957;Roermond;16627;124;0,75%;25244;16751;66,36%;0;2671;2094;9938;1321;0;540;0;63;0;0;0;0;0;0;0;0
10505;958;Roggel;2513;19;0,76%;2745;2532;92,24%;0;0;0;2513;0;0;0;0;0;0;0;0;0;0;0;0;0
10470;126;Rolde;3424;8;0,23%;4196;3432;81,79%;429;1368;1051;0;576;0;0;0;0;0;0;0;0;0;0;0;0
10407;838;Roosendaal en Nispen;23827;217;0,91%;37138;24044;64,74%;10823;3609;2614;5761;143;758;0;0;119;0;0;0;0;0;0;0;0
10954;959;Roosteren;1027;18;1,75%;1098;1045;95,17%;0;0;0;1027;0;0;0;0;0;0;0;0;0;0;0;0;0
10970;839;Rosmalen;9554;70;0,73%;13912;9624;69,18%;3162;0;1305;3508;0;382;1160;0;37;0;0;0;0;0;0;0;0
10860;276;Rossum;1683;12;0,71%;1973;1695;85,91%;930;520;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10345;599;Rotterdam;264934;1840;0,69%;431185;266774;61,87%;58019;135719;32894;0;793;15118;0;5834;7048;3051;4635;1823;0;0;0;0;0
11314;600;Rozenburg;5787;35;0,60%;9050;5822;64,33%;1734;2152;900;0;230;412;0;0;45;141;0;173;0;0;0;0;0
10684;277;Rozendaal;901;3;0,33%;1052;904;85,93%;0;0;0;0;730;0;171;0;0;0;0;0;0;0;0;0;0
11152;840;Rucphen;10515;101;0,96%;13603;10616;78,04%;0;513;447;9555;0;0;0;0;0;0;0;0;0;0;0;0;0
10629;127;Ruinen;3795;11;0,29%;4614;3806;82,49%;785;1463;1208;0;339;0;0;0;0;0;0;0;0;0;0;0;0
10944;128;Ruinerwold;1975;8;0,41%;2313;1983;85,73%;532;565;557;0;321;0;0;0;0;0;0;0;0;0;0;0;0
10879;278;Ruurlo;4168;24;0,58%;5083;4192;82,47%;1346;1154;1061;0;607;0;0;0;0;0;0;0;0;0;0;0;0
11405;704;Sas van Gent;4410;36;0,82%;5933;4446;74,94%;1561;909;0;0;1940;0;0;0;0;0;0;0;0;0;0;0;0
10612;604;Sassenheim;6604;18;0,27%;8362;6622;79,19%;3800;0;1376;0;0;0;1428;0;0;0;0;0;0;0;0;0;0
11335;960;Schaesberg;8970;62;0,69%;12073;9032;74,81%;5909;1223;584;783;0;0;0;0;0;471;0;0;0;0;0;0;0
10511;441;Schagen;7332;40;0,55%;10492;7372;70,26%;1957;2353;2056;0;476;0;316;0;174;0;0;0;0;0;0;0;0
10276;843;Schaijk;3623;23;0,63%;4554;3646;80,06%;1044;213;239;2127;0;0;0;0;0;0;0;0;0;0;0;0;0
10711;39;Scheemda;4698;33;0,70%;5554;4731;85,18%;1406;2263;0;0;584;0;0;0;445;0;0;0;0;0;0;0;0
11399;605;Schelluinen;638;1;0,16%;721;639;88,63%;94;190;201;0;0;85;0;0;0;0;0;0;0;68;0;0;0
10308;458;Schermer;2235;13;0,58%;2637;2248;85,25%;730;530;363;0;554;0;0;0;58;0;0;0;0;0;0;0;0
11146;279;Scherpenzeel;4191;16;0,38%;4937;4207;85,21%;1724;912;821;0;154;0;0;580;0;0;0;0;0;0;0;0;0
11260;606;Schiedam;38268;195;0,51%;54980;38463;69,96%;10804;17137;4547;0;181;2220;0;507;1271;1020;368;0;213;0;0;0;0
10355;88;Schiermonnikoog;592;4;0,68%;630;596;94,60%;0;0;0;0;592;0;0;0;0;0;0;0;0;0;0;0;0
11178;844;Schijndel;8945;38;0,42%;12615;8983;71,21%;2158;908;411;5188;280;0;0;0;0;0;0;0;0;0;0;0;0
11076;961;Schimmert;1983;24;1,21%;2253;2007;89,08%;0;0;0;1983;0;0;0;0;0;0;0;0;0;0;0;0;0
10132;962;Schinnen;3616;37;1,02%;4307;3653;84,82%;0;0;216;3400;0;0;0;0;0;0;0;0;0;0;0;0;0
10492;963;Schinveld;3000;29;0,97%;3306;3029;91,62%;0;0;0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0
10130;607;Schipluiden;3914;9;0,23%;4774;3923;82,17%;2907;0;461;0;153;0;393;0;0;0;0;0;0;0;0;0;0
10064;129;Schoonebeek;3747;21;0,56%;5055;3768;74,54%;2212;784;0;0;751;0;0;0;0;0;0;0;0;0;0;0;0
10980;608;Schoonhoven;5504;35;0,64%;7067;5539;78,38%;2225;1888;912;0;0;0;0;479;0;0;0;0;0;0;0;0;0
10214;609;Schoonrewoerd;833;5;0,60%;930;838;90,11%;250;149;91;0;0;0;0;184;0;0;0;0;159;0;0;0;0
10627;444;Schoorl;3502;23;0,66%;4404;3525;80,04%;934;756;732;0;723;357;0;0;0;0;0;0;0;0;0;0;0
10045;964;Sevenum;3144;14;0,45%;4298;3158;73,48%;0;0;0;2435;0;0;709;0;0;0;0;0;0;0;0;0;0
10534;390;s-Graveland;4886;22;0,45%;6267;4908;78,31%;1666;0;814;0;954;454;998;0;0;0;0;0;0;0;0;0;0
10052;517;s-Gravendeel;4341;17;0,39%;5182;4358;84,10%;1344;1847;530;0;289;0;0;331;0;0;0;0;0;0;0;0;0
11434;518;s-Gravenhage;221573;997;0,45%;348746;222570;63,82%;60840;75118;50508;0;1840;15084;0;4206;3691;4856;3539;0;0;0;0;400;1491
10469;787;s-Gravenmoer;1065;9;0,85%;1304;1074;82,36%;763;0;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0
10640;519;s-Gravenzande;8476;40;0,47%;10810;8516;78,78%;3671;1640;1760;0;0;798;0;607;0;0;0;0;0;0;0;0;0
10054;796;s-Hertogenbosch;35924;158;0,44%;60609;36082;59,53%;14255;9635;3788;4521;322;1637;0;0;297;663;708;98;0;0;0;0;0
11167;447;Sijbekarspel;1016;1;0,10%;1255;1017;81,04%;342;197;203;0;274;0;0;0;0;0;0;0;0;0;0;0;0
10515;965;Simpelveld;4068;27;0,66%;4469;4095;91,63%;0;0;0;4068;0;0;0;0;0;0;0;0;0;0;0;0;0
10288;966;Sint Geertruid;908;12;1,32%;946;920;97,25%;0;0;0;908;0;0;0;0;0;0;0;0;0;0;0;0;0
10740;445;Sint Maarten;989;5;0,51%;1223;994;81,28%;216;0;0;0;773;0;0;0;0;0;0;0;0;0;0;0;0
10278;967;Sint Odilienberg;1965;21;1,07%;2340;1986;84,87%;0;0;0;1965;0;0;0;0;0;0;0;0;0;0;0;0;0
10513;446;Sint Pancras;2726;11;0,40%;3448;2737;79,38%;1009;0;488;0;468;0;683;0;78;0;0;0;0;0;0;0;0
10394;712;Sint Philipsland;1492;2;0,13%;1528;1494;97,77%;397;0;0;0;360;0;0;735;0;0;0;0;0;0;0;0;0
10496;845;Sint-Michielsgestel;6048;34;0,56%;7785;6082;78,12%;0;0;486;5562;0;0;0;0;0;0;0;0;0;0;0;0;0
10399;846;Sint-Oedenrode;8305;30;0,36%;9894;8335;84,24%;2463;0;431;4475;0;0;936;0;0;0;0;0;0;0;0;0;0
11230;968;Sittard;18400;103;0,56%;23556;18503;78,55%;5940;0;684;9155;0;0;2280;0;92;0;249;0;0;0;0;0;0
10489;130;Sleen;4820;28;0,58%;5929;4848;81,77%;1172;2415;1028;0;0;0;0;0;205;0;0;0;0;0;0;0;0
11274;969;Slenaken;430;1;0,23%;490;431;87,96%;0;0;0;430;0;0;0;0;0;0;0;0;0;0;0;0;0
