Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;PvdA;Lokale partijen;CDA;VVD;GL;SP;CU;D66;SGP;CU_SGP;PvdA_GL;FNP;PvdA-GL-D66;LPF;Verenigde Senioren Partij;GL/D66;PvdA/D66;Duurzaam Nederland;GL/De Groenen;Nieuwe Communistische Partij;Nieuw Rechts;Partij voor het Noorden;PvdA/GL/D66/SP;NVU;VVD/D66;PvdA/GL/SP;GL/SP/D66;Nederland Mobiel;VIP Vooruitstrevende Integratie Partij
10681;946;Nederweert;8441;27;0,32%;12732;8468;66,51%;1749;2515;2831;1346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10125;304;Neerijnen;5714;37;0,65%;8789;5751;65,43%;1717;716;1262;1003;0;0;0;0;1016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10923;412;Niedorp;4957;16;0,32%;8844;4973;56,23%;1786;898;938;1335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10374;356;Nieuwegein;24897;110;0,44%;48260;25007;51,82%;6578;3106;3700;3408;1471;3089;1008;662;799;0;0;0;0;0;1076;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10855;567;Nieuwerkerk aan den IJssel;10117;61;0,60%;16528;10178;61,58%;2238;1547;1802;2882;0;0;0;0;0;1648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10547;571;Nieuw-Lekkerland;5106;15;0,29%;6592;5121;77,69%;1674;0;497;529;0;0;1129;0;1277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10768;104;Nijefurd;5915;15;0,25%;8417;5930;70,45%;1375;0;1822;793;611;0;402;0;0;0;0;912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10446;267;Nijkerk;19088;37;0,19%;29083;19125;65,76%;0;6158;4449;2034;0;0;0;0;0;3774;0;0;2673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11209;268;Nijmegen;74094;237;0,32%;127971;74331;58,08%;18795;7270;9199;7200;11562;12553;0;4239;0;0;0;0;0;0;2814;0;0;0;0;0;0;0;0;462;0;0;0;0;0
10250;1695;Noord-Beveland;3626;6;0,17%;5849;3632;62,10%;886;698;830;690;0;0;0;0;522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10699;1699;Noordenveld;16400;65;0,40%;24584;16465;66,97%;4506;4828;1697;2272;1763;0;929;405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10144;171;Noordoostpolder;20306;105;0,52%;33086;20411;61,69%;0;4188;4955;2906;0;0;0;544;0;3527;4186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10769;575;Noordwijk;12324;37;0,30%;19565;12361;63,18%;0;4775;1904;2389;0;0;716;0;0;0;0;0;2540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11134;576;Noordwijkerhout;6787;32;0,47%;11628;6819;58,64%;1235;0;2167;2386;638;0;0;361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10761;820;Nuenen  Gerwen en Nederwetten;11032;61;0,55%;17503;11093;63,38%;2009;6243;1468;1312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10512;302;Nunspeet;14599;22;0,15%;19667;14621;74,34%;1451;3580;1806;953;0;0;3134;0;3675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10104;951;Nuth;9194;39;0,42%;12845;9233;71,88%;1971;1961;2664;1897;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10287;579;Oegstgeest;10332;65;0,63%;16397;10397;63,41%;0;2881;1835;2518;0;0;0;0;0;0;0;0;3098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10225;823;Oirschot;8842;61;0,69%;13551;8903;65,70%;1868;4072;1936;966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10103;824;Oisterwijk;11519;33;0,29%;19588;11552;58,97%;0;7555;2198;1766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11106;269;Oldebroek;11293;34;0,30%;17140;11327;66,09%;2841;0;2259;945;0;0;3437;0;1811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11100;173;Oldenzaal;15763;51;0,32%;24139;15814;65,51%;2803;4995;4360;1862;1296;0;0;447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10409;1773;Olst-Wijhe;8277;39;0,47%;13014;8316;63,90%;2923;1578;2667;1109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11069;175;Ommen;9412;15;0,16%;13369;9427;70,51%;1072;2706;2607;1012;0;0;1284;731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10492;881;Onderbanken;4579;23;0,50%;6598;4602;69,75%;0;3016;725;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11280;826;Oosterhout;22970;45;0,20%;40965;23015;56,18%;5342;7164;3522;3085;1254;1750;0;853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10714;580;Oostflakkee;5149;19;0,37%;8000;5168;64,60%;1683;732;386;621;0;0;1151;0;576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10836;85;Ooststellingwerf;12829;69;0,54%;20256;12898;63,67%;4359;2356;2310;1626;916;0;822;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11303;431;Oostzaan;4402;12;0,27%;7027;4414;62,81%;963;942;603;969;821;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10609;432;Opmeer;5809;26;0,45%;8374;5835;69,68%;1046;2366;1845;552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10005;86;Opsterland;14882;32;0,22%;22314;14914;66,84%;4638;4679;2255;1263;0;0;1396;0;0;0;0;651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10834;828;Oss;34000;105;0,31%;58996;34105;57,81%;4731;6035;6272;4379;1391;9818;0;0;0;0;0;0;0;0;0;0;0;1030;0;0;0;0;0;344;0;0;0;0;0
11301;584;Oud-Beijerland;11424;42;0,37%;18157;11466;63,15%;2061;1913;1450;1456;1381;0;1248;342;1573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10998;437;Ouder-Amstel;6088;34;0,56%;10141;6122;60,37%;1965;0;1594;1473;0;0;0;1056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10095;644;Ouderkerk;4225;24;0,57%;6114;4249;69,50%;1249;0;447;882;0;0;827;0;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10188;589;Oudewater;4733;20;0,42%;7475;4753;63,59%;632;877;1405;1167;0;0;522;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11188;1734;Overbetuwe;17752;42;0,24%;31962;17794;55,67%;3602;3332;4123;2137;1458;0;811;1792;497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10427;590;Papendrecht;13986;65;0,46%;24129;14051;58,23%;3701;2466;2322;1779;1075;0;1575;322;746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10848;765;Pekela;6201;23;0,37%;10181;6224;61,13%;2857;0;676;600;471;1245;352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10031;1926;Pijnacker-Nootdorp;17097;111;0,65%;29892;17208;57,57%;3568;2705;4491;3654;1806;0;0;0;0;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11066;439;Purmerend;31903;82;0,26%;59750;31985;53,53%;7640;9321;2704;5258;1810;3511;0;1659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11109;273;Putten;12344;27;0,22%;17407;12371;71,07%;0;3161;2621;1106;0;0;2644;0;1205;0;1607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10279;177;Raalte;18772;71;0,38%;27982;18843;67,34%;2827;5736;5887;2178;0;2144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10485;595;Reeuwijk;6728;14;0,21%;9653;6742;69,84%;0;1227;1462;1498;0;0;0;0;0;1374;1167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11043;1661;Reiderland;3396;25;0,74%;5629;3421;60,77%;1293;692;0;0;146;644;0;0;0;0;0;0;0;0;0;0;0;0;0;621;0;0;0;0;0;0;0;0;0
10077;703;Reimerswaal;11555;16;0,14%;15499;11571;74,66%;2244;1832;1833;1002;0;0;994;0;3650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11325;274;Renkum;15399;75;0,49%;24920;15474;62,09%;3986;1690;3442;3326;2163;0;0;792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10269;339;Renswoude;2248;3;0,13%;3129;2251;71,94%;0;243;876;532;0;0;0;0;597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10162;1667;Reusel-De Mierden;5375;22;0,41%;9565;5397;56,42%;1262;1685;1602;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11355;275;Rheden;21977;46;0,21%;35217;22023;62,54%;5318;4848;3084;3229;1543;2771;718;466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10309;340;Rhenen;9322;31;0,33%;13962;9353;66,99%;1775;2684;1722;1397;0;0;0;0;1744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10646;597;Ridderkerk;22070;48;0,22%;35937;22118;61,55%;5765;2835;2559;2664;0;0;2025;0;4185;0;0;0;0;0;0;1216;0;0;0;0;821;0;0;0;0;0;0;0;0
10819;196;Rijnwaarden;4964;12;0,24%;8582;4976;57,98%;1131;2773;1060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11257;1672;Rijnwoude;9274;58;0,63%;14392;9332;64,84%;2188;859;2575;1557;0;0;0;773;0;1322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10358;1742;Rijssen-Holten;21127;33;0,16%;26665;21160;79,35%;3844;2280;4049;2189;0;0;3575;0;5190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11133;603;Rijswijk;20798;127;0,61%;39003;20925;53,65%;4375;8751;2746;2891;1306;0;0;729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10407;1674;Roosendaal;30310;92;0,30%;59990;30402;50,68%;6906;6533;5462;6146;1234;2785;0;1244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10345;599;Rotterdam;260583;1013;0,39%;450812;261596;58,03%;97468;84167;19939;16145;11336;17162;0;5709;0;6367;0;0;0;0;0;0;0;479;0;0;1811;0;0;0;0;0;0;0;0
11314;600;Rozenburg;5573;60;1,08%;10117;5633;55,68%;1247;2468;729;548;0;0;581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10684;277;Rozendaal;927;2;0,22%;1179;929;78,80%;0;927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11152;840;Rucphen;11311;29;0,26%;18067;11340;62,77%;1611;5104;1694;2902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10511;441;Schagen;8282;30;0,36%;14444;8312;57,55%;2444;1294;1073;2357;356;758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10711;39;Scheemda;7045;50;0,71%;11003;7095;64,48%;2633;707;1257;791;476;665;516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10308;458;Schermer;2540;9;0,35%;3697;2549;68,95%;599;767;655;519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11146;279;Scherpenzeel;4793;13;0,27%;6612;4806;72,69%;0;951;1430;850;0;0;664;0;898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11260;606;Schiedam;28833;144;0,50%;58245;28977;49,75%;9392;5329;3793;3324;1263;4090;453;975;0;0;0;0;0;0;0;0;0;214;0;0;0;0;0;0;0;0;0;0;0
10355;88;Schiermonnikoog;671;16;2,38%;799;687;85,98%;0;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11178;844;Schijndel;10070;39;0,39%;17705;10109;57,10%;2110;3362;1903;1096;0;1599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10132;962;Schinnen;7983;38;0,48%;10569;8021;75,89%;1688;2991;2795;509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10980;608;Schoonhoven;5893;21;0,36%;9386;5914;63,01%;1268;1288;874;821;663;0;0;229;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10843;1676;Schouwen-Duiveland;17585;83;0,47%;27065;17668;65,28%;3230;4063;2814;3162;1004;0;1153;241;1918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10045;964;Sevenum;3984;15;0,38%;5763;3999;69,39%;0;2581;1403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10054;796;'s-Hertogenbosch;54151;236;0,44%;105605;54387;51,50%;10088;16378;6693;7246;6213;6668;0;865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10515;965;Simpelveld;6495;23;0,35%;9151;6518;71,23%;866;4748;881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11415;1702;Sint Anthonis;5700;69;1,21%;8761;5769;65,85%;0;3080;2620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10496;845;Sint-Michielsgestel;12150;50;0,41%;21359;12200;57,12%;2166;6659;2253;1072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10399;846;Sint-Oedenrode;7969;26;0,33%;12936;7995;61,80%;0;4787;2038;1144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11230;1883;Sittard-Geleen;47197;257;0,54%;76597;47454;61,95%;7572;19857;8453;3341;7330;0;0;644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10022;51;Skarsterlân;13309;41;0,31%;20480;13350;65,19%;4240;0;3855;1476;0;0;689;0;0;0;0;3049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11331;610;Sliedrecht;11531;26;0,23%;18150;11557;63,67%;3487;1542;1448;1359;0;0;0;0;0;3695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10747;40;Slochteren;7312;42;0,57%;11535;7354;63,75%;2389;1121;1047;1093;0;0;1076;0;0;0;0;0;0;0;0;586;0;0;0;0;0;0;0;0;0;0;0;0;0
10895;1714;Sluis;11970;29;0,24%;19688;11999;60,95%;2519;6036;2016;1399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10405;90;Smallingerland;26864;67;0,25%;41755;26931;64,50%;8849;2095;5333;2177;1307;2241;3421;417;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11421;91;Sneek;15527;44;0,28%;25380;15571;61,35%;4891;0;3141;1736;1040;2051;963;394;0;0;0;1311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11021;342;Soest;21677;79;0,36%;34700;21756;62,70%;3358;8395;3035;3708;1495;0;0;446;0;1240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10203;847;Someren;8731;31;0,36%;13619;8762;64,34%;0;5575;1902;1254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10549;848;Son en Breugel;7003;13;0,19%;11618;7016;60,39%;0;3085;1390;1411;0;0;0;0;0;0;1117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10735;612;Spijkenisse;30479;127;0,42%;57877;30606;52,88%;7041;13806;1862;2448;1163;0;0;523;0;1116;0;0;0;1896;0;0;0;0;0;0;0;0;0;0;0;0;0;624;0
10610;37;Stadskanaal;15566;100;0,64%;26499;15666;59,12%;6296;1296;3428;1487;529;0;2295;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11362;180;Staphorst;9227;4;0,04%;10883;9231;84,82%;1148;1266;1578;0;0;0;2336;0;2899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11337;532;Stede Broec;9102;33;0,36%;16232;9135;56,28%;1460;4326;1894;816;606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10731;851;Steenbergen;10387;48;0,46%;18332;10435;56,92%;2011;3621;1577;1561;0;0;0;1177;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10546;1708;Steenwijkerland;21298;50;0,23%;33056;21348;64,58%;5499;6071;3879;2737;0;1431;1681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11319;971;Stein;13958;78;0,56%;21491;14036;65,31%;2304;7646;2852;731;0;0;0;425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10558;617;Strijen;4444;15;0,34%;7121;4459;62,62%;906;630;1452;792;420;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10891;9;Ten Boer;3866;14;0,36%;5340;3880;72,66%;1385;606;848;319;0;0;708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10704;715;Terneuzen;23733;53;0,22%;43445;23786;54,75%;6875;4931;4766;2408;1221;0;1555;415;1562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11210;93;Terschelling;2681;5;0,19%;3823;2686;70,26%;839;620;467;755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10237;448;Texel;7665;39;0,51%;10532;7704;73,15%;1277;1977;1286;1501;916;0;0;708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10376;716;Tholen;12166;37;0,30%;18427;12203;66,22%;3316;1530;1375;1438;0;0;1365;0;3142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10027;281;Tiel;15420;59;0,38%;30594;15479;50,59%;5758;2634;2710;2446;1115;0;0;757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10792;855;Tilburg;78399;219;0,28%;156815;78618;50,13%;18931;19668;12012;8239;5847;9577;0;2425;0;0;0;0;0;0;0;0;0;1700;0;0;0;0;0;0;0;0;0;0;0
10694;183;Tubbergen;10427;12;0,12%;14959;10439;69,78%;1956;2386;6085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10643;1700;Twenterand;16198;62;0,38%;25199;16260;64,53%;3104;4371;5726;0;0;0;2171;0;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10002;1730;Tynaarlo;16796;45;0,27%;24667;16841;68,27%;4398;4101;1651;2910;1966;0;749;1021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11241;737;Tytsjerksteradiel;15721;46;0,29%;24409;15767;64,60%;4241;770;4505;1473;1323;0;1112;0;0;0;0;2297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10408;282;Ubbergen;5166;21;0,41%;7447;5187;69,65%;0;2437;640;585;0;0;0;0;0;0;1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11141;856;Uden;17576;46;0,26%;30753;17622;57,30%;2131;5802;3551;2533;0;3559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11238;450;Uitgeest;5479;21;0,38%;8908;5500;61,74%;1153;1945;1183;718;0;0;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11206;451;Uithoorn;11010;41;0,37%;20297;11051;54,45%;2398;1891;2222;3058;1024;0;0;417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10783;184;Urk;8818;22;0,25%;10809;8840;81,78%;0;1153;1793;0;0;0;3190;0;2682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10722;344;Utrecht;120176;583;0,49%;222643;120759;54,24%;36054;14457;10713;14393;18245;13229;3856;8496;0;0;0;0;0;0;0;0;0;733;0;0;0;0;0;0;0;0;0;0;0
10007;981;Vaals;4286;56;1,31%;8192;4342;53,00%;1000;1618;1412;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11077;994;Valkenburg aan de Geul;10368;30;0,29%;14065;10398;73,93%;0;4731;1833;563;0;2436;0;0;0;0;0;0;0;0;0;0;805;0;0;0;0;0;0;0;0;0;0;0;0
11031;858;Valkenswaard;14797;60;0,41%;24514;14857;60,61%;2908;6122;3015;1880;872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11292;47;Veendam;13151;60;0,46%;22245;13211;59,39%;5850;3376;1134;1393;663;0;735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11052;345;Veenendaal;30041;50;0,17%;45472;30091;66,17%;5002;3280;4145;4529;1666;1428;6121;295;3575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10369;717;Veere;11682;24;0,21%;16911;11706;69,22%;0;988;2749;2042;0;0;0;0;0;2715;3188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10985;860;Veghel;16301;46;0,28%;27807;16347;58,79%;0;9001;3648;1516;0;2136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10071;861;Veldhoven;17958;73;0,41%;33515;18031;53,80%;3848;7877;3610;2623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10620;453;Velsen;28768;105;0,36%;50914;28873;56,71%;7138;4950;3357;4374;1878;3471;1651;1949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10477;983;Venlo;38575;204;0,53%;72072;38779;53,81%;8263;10137;7126;6948;5386;0;0;715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11222;984;Venray;18074;70;0,39%;29657;18144;61,18%;3871;6272;4519;1668;0;1664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0
10887;620;Vianen;8701;44;0,51%;14971;8745;58,41%;1844;3460;1276;1026;0;0;539;0;556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10811;622;Vlaardingen;32050;132;0,41%;57260;32182;56,20%;10183;4558;4302;3482;2523;4092;0;722;0;2188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11249;48;Vlagtwedde;7758;30;0,39%;13097;7788;59,46%;2634;1751;1564;779;611;0;419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10211;96;Vlieland;657;3;0,46%;875;660;75,43%;184;234;0;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10270;718;Vlissingen;18397;39;0,21%;35230;18436;52,33%;4296;6296;2117;1885;1012;1833;583;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11174;623;Vlist;4962;33;0,67%;7391;4995;67,58%;770;1447;1139;635;0;0;0;0;0;971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11341;986;Voerendaal;6977;48;0,69%;10335;7025;67,97%;1437;2160;1717;512;0;0;0;1151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10537;626;Voorschoten;10935;74;0,68%;17540;11009;62,77%;1994;0;3324;3092;1621;0;0;904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10912;285;Voorst;11237;43;0,38%;18207;11280;61,95%;0;4088;2415;1371;0;0;0;0;0;380;0;0;2983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11224;865;Vught;11498;56;0,49%;19281;11554;59,92%;0;4462;1708;2214;0;2639;0;475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10959;866;Waalre;7613;34;0,45%;12536;7647;61,00%;1906;1799;1465;1670;416;0;0;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11359;867;Waalwijk;18500;78;0,42%;35885;18578;51,77%;3154;6991;2609;2152;1366;0;1589;0;639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10081;627;Waddinxveen;11652;78;0,67%;19777;11730;59,31%;2741;4176;2171;1947;0;0;0;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11010;289;Wageningen;16567;101;0,61%;26465;16668;62,98%;4071;1133;2022;2055;2538;2214;1088;1239;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10164;629;Wassenaar;12287;42;0,34%;19188;12329;64,25%;1470;3298;2834;3326;836;0;0;523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10983;852;Waterland;8955;34;0,38%;13419;8989;66,99%;1855;1806;2403;1180;1711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11081;988;Weert;22281;131;0,59%;38083;22412;58,85%;5254;4540;5321;3626;0;2799;0;741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10773;457;Weesp;8637;35;0,41%;13926;8672;62,27%;1652;3442;1229;916;1147;0;0;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10078;870;Werkendam;12922;21;0,16%;20111;12943;64,36%;2312;3963;3928;0;0;0;1015;0;1704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11270;459;Wervershoof;3947;28;0,71%;6367;3975;62,43%;481;2137;685;644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
